sym,dir,entry,exit,qty,gross,net,reason,entry_t,exit_t
BANKBARODA,LONG,195.35,195.0,3776,-1321.5999999999785,-1581.2049809215787,EOD,2023-09-11 14:55:00+05:30,2023-09-11 15:15:00+05:30
TORNTPOWER,LONG,725.0,723.05,1160,-2262.0000000000528,-2557.764688788053,EMA50_DYN,2023-09-12 11:05:00+05:30,2023-09-12 11:40:00+05:30
GLENMARK,LONG,813.35,811.5,1034,-1912.9000000000235,-2208.7659848474236,EMA50_DYN,2023-09-12 13:20:00+05:30,2023-09-12 15:10:00+05:30
BEL,SHORT,135.9,135.65,6017,1504.25,1216.4769248049,EOD,2023-10-09 12:45:00+05:30,2023-10-09 15:15:00+05:30
CASTROLIND,LONG,137.1,136.85,6009,-1502.25,-1792.1819227143,EMA50_DYN,2023-10-10 10:40:00+05:30,2023-10-10 13:55:00+05:30
CANBK,LONG,71.23,71.38,11566,1734.8999999999014,1444.0371926791415,EOD,2023-10-10 14:00:00+05:30,2023-10-10 15:15:00+05:30
BEL,LONG,138.25,138.55,5947,1784.1000000000677,1493.8129141104678,EOD,2023-10-17 11:00:00+05:30,2023-10-17 15:15:00+05:30
MGL,LONG,1009.45,1001.0,821,-6937.450000000037,-7227.561894655737,EMA50_DYN,2023-10-27 10:40:00+05:30,2023-10-27 11:45:00+05:30
BANKINDIA,LONG,96.55,95.39139999999999,8592,-9954.69120000006,-10244.221143791849,SL,2023-10-27 11:50:00+05:30,2023-10-27 14:25:00+05:30
BEL,LONG,132.2,132.15,6275,-313.749999999893,-606.0385154523931,EOD,2023-10-27 14:30:00+05:30,2023-10-27 15:15:00+05:30
SAIL,LONG,84.2,83.8,8779,-3511.60000000005,-3771.12451707205,EMA50_DYN,2023-11-02 10:35:00+05:30,2023-11-02 11:20:00+05:30
BANKINDIA,LONG,101.0,100.05,7319,-6953.050000000021,-7211.599071298721,EMA50_DYN,2023-11-02 11:25:00+05:30,2023-11-02 13:20:00+05:30
BHEL,LONG,126.2,128.4,5857,12885.400000000016,12621.195769362816,EOD,2023-11-02 13:25:00+05:30,2023-11-02 15:15:00+05:30
SHRIRAMFIN,LONG,398.05,403.2735,1877,9804.509500000002,9538.372260051656,TSL,2023-11-03 10:45:00+05:30,2023-11-03 15:00:00+05:30
GMRAIRPORT,LONG,56.5,56.3,14073,-2814.60000000004,-3094.03760857444,EMA50_DYN,2023-11-06 10:20:00+05:30,2023-11-06 10:55:00+05:30
APOLLOTYRE,LONG,389.85,392.55,2039,5505.2999999999765,5223.558682526376,EOD,2023-11-06 11:00:00+05:30,2023-11-06 15:15:00+05:30
ZEEL,LONG,252.7,251.45,3188,-3985.0,-4267.7973992252,EMA50_DYN,2023-11-15 10:00:00+05:30,2023-11-15 10:40:00+05:30
APOLLOTYRE,LONG,423.7,428.9,1901,9885.199999999979,9598.48683127238,EOD,2023-11-15 10:45:00+05:30,2023-11-15 15:15:00+05:30
SUNTV,LONG,677.25,675.5,1229,-2150.75,-2443.4943852235,EMA50_DYN,2023-12-04 10:25:00+05:30,2023-12-04 11:10:00+05:30
BANKBARODA,LONG,201.45,201.5,4132,206.60000000004698,-86.83714800435303,EOD,2023-12-04 11:15:00+05:30,2023-12-04 15:15:00+05:30
SAIL,LONG,111.05,111.0,7382,-369.099999999979,-657.924317720579,EOD,2023-12-14 10:55:00+05:30,2023-12-14 15:15:00+05:30
PAGEIND,LONG,37020.7,37620.7,22,13200.0,12909.1653821592,EOD,2024-01-15 10:25:00+05:30,2024-01-15 15:15:00+05:30
AUBANK,LONG,743.55,737.85,1184,-6748.799999999919,-7057.154088537519,EMA50_DYN,2024-01-19 10:40:00+05:30,2024-01-19 11:10:00+05:30
BHARATFORG,LONG,1238.0,1232.05,711,-4230.450000000033,-4539.473729754332,EMA50_DYN,2024-01-19 11:15:00+05:30,2024-01-19 14:05:00+05:30
APOLLOTYRE,LONG,502.4,503.9,1753,2629.5,2318.3403546786,EOD,2024-01-19 14:10:00+05:30,2024-01-19 15:15:00+05:30
ESCORTS,LONG,2994.0,2982.55,278,-3183.0999999999494,-3475.5459920833496,EMA50_DYN,2024-01-20 10:40:00+05:30,2024-01-20 12:45:00+05:30
APOLLOTYRE,LONG,517.2,535.302,1209,21885.31799999997,21658.6674501205,PARTIAL_PROFIT,2024-01-20 12:50:00+05:30,2024-01-20 14:00:00+05:30
APOLLOTYRE,LONG,517.2,536.305,404,7718.419999999962,7642.5663650594415,TSL,2024-01-20 12:50:00+05:30,2024-01-20 14:10:00+05:30
BALKRISIND,LONG,2745.05,2777.642,304,9907.967999999892,9611.012579720724,TSL,2024-01-20 14:15:00+05:30,2024-01-20 15:15:00+05:30
SHRIRAMFIN,LONG,459.8,458.0,2200,-3960.000000000025,-4315.392890160025,EMA50_DYN,2024-01-23 11:15:00+05:30,2024-01-23 12:05:00+05:30
VOLTAS,LONG,1015.4,1013.1,996,-2290.7999999999547,-2646.5925552359545,EMA50_DYN,2024-01-23 13:50:00+05:30,2024-01-23 14:25:00+05:30
LTF,LONG,169.0,169.2,5781,1156.1999999999343,811.5273384707343,EMA50_DYN,2024-01-30 10:40:00+05:30,2024-01-30 14:30:00+05:30
BATAINDIA,LONG,1470.0,1465.05,664,-3286.80000000003,-3629.8805805432303,EOD,2024-01-30 14:35:00+05:30,2024-01-30 15:15:00+05:30
TATAPOWER,LONG,394.4,392.15,2441,-5492.25,-5829.9942301923,EMA50_DYN,2024-02-01 10:40:00+05:30,2024-02-01 11:20:00+05:30
LICHSGFIN,LONG,630.1,625.85,1528,-6494.0,-6831.4794963016,EMA50_DYN,2024-02-01 11:40:00+05:30,2024-02-01 12:05:00+05:30
LICHSGFIN,LONG,629.5,629.25,1529,-382.25,-721.3775785974999,EMA50_DYN,2024-02-01 12:15:00+05:30,2024-02-01 14:35:00+05:30
BANKBARODA,LONG,247.7,248.75,3887,4081.350000000044,3740.837536640144,EOD,2024-02-01 14:40:00+05:30,2024-02-01 15:15:00+05:30
SHRIRAMFIN,LONG,483.05,481.8,1893,-2366.25,-2687.8596374973,EMA50_DYN,2024-02-02 10:05:00+05:30,2024-02-02 11:05:00+05:30
APOLLOTYRE,LONG,543.5,540.45,1683,-5133.149999999923,-5454.072304154023,EMA50_DYN,2024-02-02 11:10:00+05:30,2024-02-02 12:30:00+05:30
ESCORTS,LONG,2964.05,2950.65,308,-4127.200000000028,-4447.781776037628,EMA50_DYN,2024-02-02 12:35:00+05:30,2024-02-02 14:55:00+05:30
CUMMINSIND,LONG,2297.0,2308.7,398,4656.599999999928,4333.053426896327,EOD,2024-02-02 15:00:00+05:30,2024-02-02 15:15:00+05:30
PAGEIND,LONG,37204.85,37027.85,23,-4071.0,-4371.4320211746,EMA50_DYN,2024-02-05 09:45:00+05:30,2024-02-05 10:40:00+05:30
PFC,LONG,460.45,455.45,1896,-9480.0,-9784.9818258864,EMA50_DYN,2024-02-05 10:50:00+05:30,2024-02-05 11:40:00+05:30
APOLLOTYRE,LONG,549.05,548.85,1590,-317.99999999989154,-625.5958753858915,EMA50_DYN,2024-02-05 11:45:00+05:30,2024-02-05 14:10:00+05:30
FEDERALBNK,LONG,147.35,147.15,5927,-1185.3999999999326,-1492.8723533389325,EOD,2024-02-05 14:15:00+05:30,2024-02-05 15:15:00+05:30
MFSL,LONG,961.3,949.7643999999999,823,-9493.798800000037,-9769.923792499509,SL,2024-02-07 11:00:00+05:30,2024-02-07 12:05:00+05:30
FEDERALBNK,LONG,149.6,149.2,5294,-2117.60000000003,-2396.12966866723,EOD,2024-02-07 12:10:00+05:30,2024-02-07 15:15:00+05:30
AUBANK,SHORT,563.75,566.25,1297,-3242.5,-3501.13526286,EOD,2024-03-21 13:10:00+05:30,2024-03-21 15:15:00+05:30
BHARATFORG,LONG,1150.25,1161.71225,620,7106.595000000025,6853.208001679554,TSL,2024-04-04 10:25:00+05:30,2024-04-04 10:50:00+05:30
BALKRISIND,LONG,2325.0,2327.25,306,688.5,437.550957999,EMA50_DYN,2024-04-04 10:55:00+05:30,2024-04-04 11:20:00+05:30
BHARATFORG,LONG,1164.45,1154.45,612,-6120.0,-6369.4208884968,EMA50_DYN,2024-04-04 11:25:00+05:30,2024-04-04 13:50:00+05:30
COFORGE,LONG,1167.5,1164.0,611,-2138.5,-2389.306896509,EOD,2024-04-04 13:55:00+05:30,2024-04-04 15:15:00+05:30
CASTROLIND,SHORT,212.2,211.2,3328,3328.0,3080.0503938048,EOD,2024-04-15 14:15:00+05:30,2024-04-15 15:15:00+05:30
CASTROLIND,SHORT,207.15,208.18574999999998,3484,-3608.552999999926,-3863.954206082104,SL,2024-04-19 14:25:00+05:30,2024-04-19 14:30:00+05:30
TVSMOTOR,LONG,1911.1,1944.55,367,12276.150000000016,12025.435683377716,EOD,2024-04-22 10:25:00+05:30,2024-04-22 15:15:00+05:30
GODREJPROP,LONG,2624.0,2602.0,290,-6380.0,-6646.37575204,EMA50_DYN,2024-04-29 09:25:00+05:30,2024-04-29 09:50:00+05:30
TATAPOWER,LONG,443.2,448.34700000000004,1720,8852.840000000084,8581.630517610243,TSL,2024-04-29 11:10:00+05:30,2024-04-29 14:45:00+05:30
AUBANK,LONG,623.75,645.58125,916,19997.42499999996,19790.32600457191,PARTIAL_PROFIT,2024-04-29 14:50:00+05:30,2024-04-29 15:15:00+05:30
AUBANK,LONG,623.75,643.6,306,6074.100000000007,6005.089802543407,EOD,2024-04-29 14:50:00+05:30,2024-04-29 15:15:00+05:30
JINDALSTEL,LONG,938.75,936.3,960,-2352.0000000000437,-2668.9565388480437,EMA50_DYN,2024-05-06 10:40:00+05:30,2024-05-06 13:05:00+05:30
BEL,LONG,233.6,233.15,3858,-1736.0999999999563,-2053.242976058956,EMA50_DYN,2024-05-06 13:10:00+05:30,2024-05-06 13:35:00+05:30
GODREJPROP,LONG,2814.15,2844.0,320,9551.99999999997,9231.873074591971,EOD,2024-05-06 13:40:00+05:30,2024-05-06 15:15:00+05:30
CUMMINSIND,LONG,3776.9,3731.5772,244,-11058.76319999998,-11380.404828391496,SL,2024-05-16 10:30:00+05:30,2024-05-16 11:35:00+05:30
PAGEIND,LONG,35402.65,35320.0,26,-2148.900000000038,-2472.706033691438,EMA50_DYN,2024-05-16 11:55:00+05:30,2024-05-16 13:25:00+05:30
LICHSGFIN,LONG,644.5,652.45,1433,11392.350000000066,11063.575648266966,EOD,2024-05-16 13:30:00+05:30,2024-05-16 15:15:00+05:30
VOLTAS,LONG,1391.0,1422.89975,654,20862.436500000025,20535.834609522375,TSL,2024-05-27 10:20:00+05:30,2024-05-27 11:30:00+05:30
ASHOKLEY,LONG,110.9,112.9325,8204,16674.62999999999,16349.18813988641,TSL,2024-05-27 11:35:00+05:30,2024-05-27 14:55:00+05:30
ASHOKLEY,LONG,113.1,113.9,8044,6435.200000000092,6112.705566712091,EOD,2024-05-27 15:00:00+05:30,2024-05-27 15:15:00+05:30
SUNTV,LONG,669.8,667.6,1679,-3693.7999999998856,-4089.1082133794857,EMA50_DYN,2024-06-03 10:20:00+05:30,2024-06-03 12:25:00+05:30
APOLLOTYRE,LONG,475.5,473.4,2365,-4966.500000000054,-5361.4309985610535,EMA50_DYN,2024-06-03 12:30:00+05:30,2024-06-03 14:30:00+05:30
CONCOR,LONG,934.7,940.4,1203,6857.099999999918,6458.824747762118,EOD,2024-06-03 14:35:00+05:30,2024-06-03 15:15:00+05:30
APOLLOTYRE,LONG,457.85,468.446,2424,25684.70400000001,25286.191130676103,TSL,2024-06-05 10:10:00+05:30,2024-06-05 12:25:00+05:30
APOLLOTYRE,LONG,468.6,469.8,2368,2841.599999999973,2449.690131148773,EOD,2024-06-05 12:30:00+05:30,2024-06-05 15:15:00+05:30
SRF,LONG,2301.1,2295.4,542,-3089.3999999999014,-3528.0925284779014,EMA50_DYN,2024-06-06 10:15:00+05:30,2024-06-06 11:40:00+05:30
BATAINDIA,LONG,1455.85,1456.0,857,128.55000000007794,-311.2282726316221,EOD,2024-06-06 11:45:00+05:30,2024-06-06 15:15:00+05:30
ZEEL,LONG,157.72,161.04075,7794,25881.92550000003,25441.258862736508,TSL,2024-06-10 10:25:00+05:30,2024-06-10 11:20:00+05:30
BATAINDIA,LONG,1496.1,1487.55,821,-7019.549999999963,-7450.456944222863,EMA50_DYN,2024-06-10 11:25:00+05:30,2024-06-10 14:30:00+05:30
MFSL,LONG,959.0,954.4,1281,-5892.6000000000295,-6323.89326518043,EOD,2024-06-10 14:45:00+05:30,2024-06-10 15:15:00+05:30
ASHOKLEY,LONG,116.5,118.30550000000001,11053,19956.191500000103,19496.636066257823,TSL,2024-06-11 10:25:00+05:30,2024-06-11 15:05:00+05:30
TVSMOTOR,LONG,2440.75,2430.0,567,-6095.25,-6581.2655541465,EMA50_DYN,2024-06-13 10:35:00+05:30,2024-06-13 11:10:00+05:30
COFORGE,LONG,1061.0,1057.0,1305,-5220.0,-5706.51270174,EMA50_DYN,2024-06-13 11:15:00+05:30,2024-06-13 15:00:00+05:30
RBLBANK,SHORT,228.5,229.64249999999998,5793,-6618.502499999908,-7086.937776122472,SL,2024-07-25 12:10:00+05:30,2024-07-25 15:00:00+05:30
RECLTD,LONG,631.5,640.8795,2040,19134.180000000015,18674.653486675335,TSL,2024-07-29 09:35:00+05:30,2024-07-29 13:50:00+05:30
PFC,LONG,547.85,553.6,2351,13518.25,13060.4241882773,EOD,2024-07-29 13:55:00+05:30,2024-07-29 15:15:00+05:30
CUMMINSIND,SHORT,3519.05,3536.64525,411,-7231.647749999938,-7743.47937816543,SL,2024-08-02 12:15:00+05:30,2024-08-02 13:35:00+05:30
CASTROLIND,SHORT,260.25,260.0,5559,1389.75,880.2449887365,EOD,2024-08-02 14:45:00+05:30,2024-08-02 15:15:00+05:30
ESCORTS,SHORT,3728.0,3746.6399999999994,378,-7045.91999999978,-7544.6064446657,SL,2024-08-05 12:35:00+05:30,2024-08-05 12:50:00+05:30
EXIDEIND,SHORT,485.85,485.5,2907,1017.4500000000661,519.9500168343661,EOD,2024-08-05 14:30:00+05:30,2024-08-05 15:15:00+05:30
PAGEIND,LONG,42199.95,41693.550599999995,32,-16204.780800000066,-16676.093187287606,SL,2024-08-06 10:25:00+05:30,2024-08-06 10:40:00+05:30
MFSL,LONG,1082.2,1076.85,1272,-6805.2000000001735,-7288.422936021773,EMA50_DYN,2024-08-06 11:30:00+05:30,2024-08-06 13:15:00+05:30
GODREJPROP,LONG,2984.95,2949.1306,461,-16512.743399999934,-16993.012809908927,SL,2024-08-06 13:20:00+05:30,2024-08-06 14:15:00+05:30
JINDALSTEL,LONG,943.2,948.5,1243,6587.899999999943,6172.800492819343,EOD,2024-08-07 10:50:00+05:30,2024-08-07 15:15:00+05:30
TVSMOTOR,LONG,2576.15,2581.25,467,2381.6999999999575,1956.9966698891576,EOD,2024-08-09 11:00:00+05:30,2024-08-09 15:15:00+05:30
BATAINDIA,LONG,1398.8,1394.2,867,-3988.199999999921,-4414.498020005921,EMA50_DYN,2024-08-16 10:15:00+05:30,2024-08-16 10:40:00+05:30
CUMMINSIND,LONG,3744.9,3748.4,324,1134.0,706.0286314008,EMA50_DYN,2024-08-16 10:50:00+05:30,2024-08-16 14:20:00+05:30
ASHOKLEY,LONG,127.2,128.25,9539,10015.949999999973,9585.431734013673,EOD,2024-08-16 14:25:00+05:30,2024-08-16 15:15:00+05:30
GLENMARK,LONG,1613.45,1629.81,770,12597.199999999923,12155.723320694722,TSL,2024-08-19 10:45:00+05:30,2024-08-19 12:55:00+05:30
GLENMARK,LONG,1628.05,1614.55,763,-10300.5,-10735.3683612588,EMA50_DYN,2024-08-19 13:00:00+05:30,2024-08-19 13:55:00+05:30
IRCTC,LONG,938.5,936.0,1324,-3310.0,-3747.000283388,EMA50_DYN,2024-08-19 14:10:00+05:30,2024-08-19 15:00:00+05:30
RBLBANK,SHORT,219.15,216.85,5617,12919.100000000064,12488.941512288064,EOD,2024-09-04 12:00:00+05:30,2024-09-04 15:15:00+05:30
BHARATFORG,LONG,1579.0,1580.9,819,1556.1000000000745,1099.8633248694746,EMA50_DYN,2024-09-12 11:00:00+05:30,2024-09-12 13:45:00+05:30
JINDALSTEL,LONG,996.05,1000.6,1298,5905.900000000089,5448.533938515889,EOD,2024-09-12 13:50:00+05:30,2024-09-12 15:15:00+05:30
JINDALSTEL,LONG,1040.25,1027.767,1275,-15915.824999999933,-16378.733173148483,SL,2024-09-19 09:45:00+05:30,2024-09-19 09:55:00+05:30
ASHOKLEY,LONG,118.4,118.05,11202,-3920.7000000000953,-4387.040802515496,EMA50_DYN,2024-09-19 12:40:00+05:30,2024-09-19 13:50:00+05:30
AUBANK,LONG,747.7,752.35,1773,8244.449999999959,7774.854441065059,EOD,2024-09-19 13:55:00+05:30,2024-09-19 15:15:00+05:30
COFORGE,SHORT,1421.0,1411.5224999999998,887,8406.542500000169,7964.708654029774,TSL,2024-10-03 11:35:00+05:30,2024-10-03 14:30:00+05:30
SUNTV,LONG,758.5,758.8,1715,514.499999999922,55.87348269292198,EOD,2024-11-06 10:40:00+05:30,2024-11-06 15:15:00+05:30
MGL,LONG,1196.0,1181.648,1088,-15614.976000000097,-16069.134047975522,SL,2024-11-25 10:35:00+05:30,2024-11-25 11:45:00+05:30
ASHOKLEY,LONG,116.1,117.7,11210,17936.000000000095,17472.156669052096,EOD,2024-11-25 11:50:00+05:30,2024-11-25 15:15:00+05:30
CUMMINSIND,SHORT,3397.6,3414.5879999999997,385,-6540.379999999934,-7003.286029157814,SL,2024-12-19 12:20:00+05:30,2024-12-19 12:40:00+05:30
CUMMINSIND,SHORT,3388.0,3365.4434999999994,386,8706.80900000023,8248.375667977065,TSL,2024-12-19 13:50:00+05:30,2024-12-19 15:00:00+05:30
APOLLOTYRE,SHORT,450.65,441.63699999999994,2917,26290.921000000097,25835.13176073964,PARTIAL_PROFIT,2025-01-13 11:05:00+05:30,2025-01-13 14:05:00+05:30
SHRIRAMFIN,LONG,525.4,534.56375,2748,25181.98500000014,24665.90734552313,TSL,2025-01-14 10:20:00+05:30,2025-01-14 11:25:00+05:30
ASHOKLEY,LONG,104.4,104.95,13830,7606.499999999961,7095.434296826961,EOD,2025-01-14 11:30:00+05:30,2025-01-14 15:15:00+05:30
ESCORTS,LONG,3536.4,3535.1,453,-588.9000000000824,-1153.3557390270826,EMA50_DYN,2025-01-16 11:00:00+05:30,2025-01-16 13:25:00+05:30
AUBANK,LONG,608.65,601.3462,2633,-19230.90540000006,-19790.23193737444,SL,2025-01-16 13:30:00+05:30,2025-01-16 14:35:00+05:30
BALKRISIND,LONG,2721.45,2725.5,588,2381.400000000107,1816.7202501085071,EOD,2025-01-16 14:40:00+05:30,2025-01-16 15:15:00+05:30
ASHOKLEY,LONG,100.2,101.58949999999999,15040,20898.079999999758,20360.950442537676,TSL,2025-01-28 10:40:00+05:30,2025-01-28 11:40:00+05:30
ASHOKLEY,LONG,101.4,102.83324999999999,14862,21300.961499999805,20763.717050319905,TSL,2025-01-28 11:45:00+05:30,2025-01-28 13:25:00+05:30
ASHOKLEY,LONG,102.8,102.35,14660,-6597.000000000042,-7126.273848774042,EOD,2025-01-28 13:30:00+05:30,2025-01-28 15:15:00+05:30
BANKINDIA,SHORT,103.78,103.93,16159,-2423.8500000000918,-3015.599083351232,EOD,2025-02-03 14:50:00+05:30,2025-02-03 15:15:00+05:30
CUMMINSIND,LONG,2800.25,2830.4764999999998,593,17924.31449999986,17333.92054334878,TSL,2025-02-04 10:20:00+05:30,2025-02-04 13:25:00+05:30
BEL,LONG,283.05,281.7,5871,-7925.850000000133,-8509.281408778634,EMA50_DYN,2025-02-04 13:30:00+05:30,2025-02-04 14:25:00+05:30
COFORGE,LONG,1686.5,1690.5,985,3940.0,3353.37812603,EOD,2025-02-04 14:30:00+05:30,2025-02-04 15:15:00+05:30
GODREJPROP,LONG,2007.0,1991.65,858,-13170.299999999923,-13773.454776424123,EMA50_DYN,2025-03-17 11:35:00+05:30,2025-03-17 12:35:00+05:30
VOLTAS,LONG,1441.85,1459.5,1194,21074.100000000108,20461.297642710706,EOD,2025-03-17 12:40:00+05:30,2025-03-17 15:15:00+05:30
BATAINDIA,LONG,1226.6,1236.65,1431,14381.550000000261,13758.787107670762,EOD,2025-03-18 10:15:00+05:30,2025-03-18 15:15:00+05:30
PAGEIND,LONG,41573.0,41989.94525,43,17928.645749999872,17293.45716461343,TSL,2025-03-20 10:45:00+05:30,2025-03-20 14:15:00+05:30
BHARATFORG,LONG,1192.5,1194.05,1530,2371.4999999999304,1727.7637297409303,EOD,2025-03-20 14:20:00+05:30,2025-03-20 15:15:00+05:30
LICHSGFIN,LONG,575.3,580.881,3337,18623.797000000057,17941.837459082733,TSL,2025-03-24 10:40:00+05:30,2025-03-24 13:00:00+05:30
BANKBARODA,LONG,224.03,224.79,8571,6513.959999999922,5835.330904694201,EOD,2025-03-24 13:05:00+05:30,2025-03-24 15:15:00+05:30
BHARATFORG,LONG,1206.35,1191.8737999999998,1690,-24464.778000000108,-25176.33053909028,SL,2025-03-25 09:55:00+05:30,2025-03-25 10:15:00+05:30
BATAINDIA,LONG,1242.45,1239.0,1641,-5661.450000000074,-6378.429989135774,EMA50_DYN,2025-03-25 10:50:00+05:30,2025-03-25 11:15:00+05:30
AUBANK,LONG,558.35,556.4,3652,-7121.400000000166,-7838.044499142166,EMA50_DYN,2025-03-25 12:05:00+05:30,2025-03-25 13:30:00+05:30
SUNTV,LONG,660.3,663.65,3088,10344.80000000007,9623.18716558247,EOD,2025-03-25 13:35:00+05:30,2025-03-25 15:15:00+05:30
BHARATFORG,SHORT,1113.05,1118.6152499999998,1698,-9449.794499999793,-10118.61907110315,SL,2025-04-03 14:35:00+05:30,2025-04-03 15:05:00+05:30
BANKINDIA,SHORT,105.23,104.9421,17482,5033.067800000133,4386.126818995535,TSL,2025-04-07 11:50:00+05:30,2025-04-07 12:20:00+05:30
ASHOKLEY,SHORT,96.9,97.38449999999999,18985,-9198.232499999674,-9849.25236151322,SL,2025-04-07 12:35:00+05:30,2025-04-07 12:40:00+05:30
AUBANK,SHORT,539.0,541.6949999999999,3413,-9198.034999999783,-9849.040883129694,SL,2025-04-07 14:15:00+05:30,2025-04-07 14:30:00+05:30
BALKRISIND,LONG,2310.94,2311.75,762,617.2199999999584,-3.602178170321622,EMA50_DYN,2025-04-08 11:10:00+05:30,2025-04-08 13:55:00+05:30
BHARATFORG,LONG,971.0,970.2,1815,-1451.9999999999175,-2072.7334688279175,EOD,2025-04-08 14:00:00+05:30,2025-04-08 15:15:00+05:30
ESCORTS,LONG,3186.0,3179.6,550,-3520.00000000005,-4136.59412408005,EMA50_DYN,2025-04-11 11:00:00+05:30,2025-04-11 13:15:00+05:30
APOLLOTYRE,LONG,423.75,427.5,4136,15510.0,14887.84268598,EOD,2025-04-11 13:20:00+05:30,2025-04-11 15:15:00+05:30
IDFCFIRSTB,LONG,61.12,61.948699999999995,29556,24493.057199999934,23849.355251620367,TSL,2025-04-15 10:45:00+05:30,2025-04-15 14:45:00+05:30
APOLLOTYRE,LONG,438.75,439.2,4117,1852.6499999999533,1215.4737805460531,EOD,2025-04-15 14:50:00+05:30,2025-04-15 15:15:00+05:30
GODREJPROP,LONG,2006.5,2037.8594999999998,962,30167.838999999807,29478.882649758194,TSL,2025-04-21 10:00:00+05:30,2025-04-21 12:30:00+05:30
APOLLOTYRE,LONG,458.6,460.95,4212,9898.199999999857,9214.562417720257,EOD,2025-04-21 12:35:00+05:30,2025-04-21 15:15:00+05:30
MGL,SHORT,1337.1,1343.7854999999997,1589,-10623.259499999715,-11375.137964532161,SL,2025-05-09 10:55:00+05:30,2025-05-09 11:05:00+05:30
EXIDEIND,LONG,376.15,378.4,5498,12370.5,11638.0628820066,EOD,2025-05-12 11:10:00+05:30,2025-05-12 15:15:00+05:30
MFSL,LONG,1508.1,1503.5,1410,-6485.999999999872,-7233.604872455871,EMA50_DYN,2025-06-09 09:25:00+05:30,2025-06-09 09:50:00+05:30
BHEL,LONG,258.65,256.95,8221,-13975.699999999906,-14721.140207557506,EMA50_DYN,2025-06-09 10:40:00+05:30,2025-06-09 11:45:00+05:30
BANKINDIA,LONG,129.2,128.8,16459,-6583.599999999626,-7331.205767371625,EMA50_DYN,2025-06-09 11:50:00+05:30,2025-06-09 14:15:00+05:30
APOLLOTYRE,LONG,475.05,472.65,4476,-10742.400000000152,-11488.752321775353,EMA50_DYN,2025-06-09 14:20:00+05:30,2025-06-09 15:05:00+05:30
EXIDEIND,SHORT,385.15,384.85,4992,1497.599999999773,820.3801881597728,EOD,2025-06-13 12:30:00+05:30,2025-06-13 15:15:00+05:30
EXIDEIND,LONG,388.4,386.25,4960,-10663.999999999887,-11339.933775663887,EMA50_DYN,2025-06-24 10:55:00+05:30,2025-06-24 13:35:00+05:30
MFSL,LONG,1606.8,1616.6,1199,11750.199999999946,11067.819258808346,EOD,2025-06-24 13:40:00+05:30,2025-06-24 15:15:00+05:30
MGL,SHORT,1379.5,1359.2,1395,28318.499999999938,27648.345981050938,EOD,2025-07-31 14:30:00+05:30,2025-07-31 15:15:00+05:30
MGL,LONG,1323.4,1321.3,1559,-3273.9000000002125,-4000.1350535300126,EMA50_DYN,2025-08-18 10:30:00+05:30,2025-08-18 12:15:00+05:30
APOLLOTYRE,LONG,456.65,467.0,4519,46771.6500000001,46030.942314697,EOD,2025-08-18 12:20:00+05:30,2025-08-18 15:15:00+05:30
JINDALSTEL,LONG,1033.85,1027.6,2199,-13743.75,-14541.0932993523,EMA50_DYN,2025-09-04 10:40:00+05:30,2025-09-04 11:50:00+05:30
BATAINDIA,LONG,1240.6,1225.7127999999998,1832,-27273.35040000022,-28066.589632607032,SL,2025-09-04 11:55:00+05:30,2025-09-04 13:55:00+05:30
IDFCFIRSTB,LONG,72.0,72.17,31581,5368.770000000054,4565.816682374034,EOD,2025-09-04 14:00:00+05:30,2025-09-04 15:15:00+05:30
EXIDEIND,LONG,331.05,334.4,6294,21084.899999999787,20344.48585083999,EOD,2026-01-22 11:15:00+05:30,2026-01-22 15:15:00+05:30
APOLLOTYRE,LONG,497.55,505.6,4392,35355.60000000005,34575.28824053525,EOD,2026-02-03 11:05:00+05:30,2026-02-03 15:15:00+05:30
FEDERALBNK,LONG,287.5,286.85,8202,-5331.299999999814,-6160.882293226014,EMA50_DYN,2026-02-09 09:40:00+05:30,2026-02-09 10:10:00+05:30
TVSMOTOR,LONG,3753.8,3762.8,628,5652.0,4819.5166991952,EMA50_DYN,2026-02-09 10:35:00+05:30,2026-02-09 14:05:00+05:30
ASHOKLEY,LONG,205.62,205.93,11468,3555.0800000000263,2722.962948679626,EOD,2026-02-09 14:10:00+05:30,2026-02-09 15:15:00+05:30
BHEL,SHORT,257.9,259.18949999999995,9170,-11824.714999999775,-12661.628431111365,SL,2026-03-11 11:55:00+05:30,2026-03-11 12:15:00+05:30
LTF,SHORT,270.4,270.09374999999994,8746,2678.4625000002984,1845.7089256910235,TSL,2026-03-11 12:35:00+05:30,2026-03-11 13:30:00+05:30
FEDERALBNK,SHORT,271.35,269.65,8716,14817.200000000397,13987.861565544397,EOD,2026-03-11 13:40:00+05:30,2026-03-11 15:15:00+05:30
ESCORTS,LONG,3086.6,3067.0,771,-15111.59999999993,-15946.028869785529,EMA50_DYN,2026-03-17 10:05:00+05:30,2026-03-17 10:40:00+05:30
BHARATFORG,LONG,1722.8,1745.0,1382,30680.400000000063,29832.462121490462,EOD,2026-03-17 10:45:00+05:30,2026-03-17 15:15:00+05:30
PFC,SHORT,418.55,410.17900000000003,5854,49003.833999999886,48154.28520634197,PARTIAL_PROFIT,2026-03-19 11:05:00+05:30,2026-03-19 14:55:00+05:30
