Date,Symbol,Type,EntryTime,EntryPrice,ExitTime,ExitPrice,PnL_Pct,Reason,Weight,Net_PnL,ExitReason
2026-03-23,SHRIRAMFIN.NS,SHORT,2026-03-23 10:20:00+05:30,892.0999755859375,2026-03-23 10:25:00+05:30,887.6394757080078,0.5000000000000006,PT_75,0.75,0.6188053864467609,PT_75 | OS_Exit_25
2026-03-23,GRASIM.NS,SHORT,2026-03-23 12:10:00+05:30,2537.5,2026-03-23 12:55:00+05:30,2524.8125,0.5,PT_75,0.75,0.48534434652093594,PT_75 | EOD
2026-03-23,BHARTIARTL.NS,SHORT,2026-03-23 12:30:00+05:30,1796.300048828125,2026-03-23 15:15:00+05:30,1792.699951171875,0.20041738898791667,EOD,1.0,0.20041738898791667,EOD
2026-03-23,ADANIENT.NS,SHORT,2026-03-23 14:40:00+05:30,1822.9000244140625,2026-03-23 15:15:00+05:30,1835.800048828125,-0.7076649427446782,EOD,1.0,-0.7076649427446782,EOD
2026-03-27,UPL.NS,SHORT,2026-03-27 10:15:00+05:30,613.0,2026-03-27 10:35:00+05:30,609.935,0.500000000000009,PT_75,0.75,1.068311582381736,PT_75 | EOD
2026-03-27,TECHM.NS,SHORT,2026-03-27 10:35:00+05:30,1402.5,2026-03-27 12:20:00+05:30,1395.4875,0.5000000000000032,PT_75,0.75,0.6299028311608759,PT_75 | EOD
2026-03-30,BHARTIARTL.NS,SHORT,2026-03-30 10:20:00+05:30,1798.5999755859375,2026-03-30 11:50:00+05:30,1789.606975708008,0.4999999999999954,PT_75,0.75,0.5862747606221195,PT_75 | EOD
2026-03-30,HCLTECH.NS,SHORT,2026-03-30 10:20:00+05:30,1343.5,2026-03-30 15:00:00+05:30,1336.7825,0.49999999999999795,PT_75,0.75,0.3805833425404711,PT_75 | EOD
2026-03-30,ADANIPORTS.NS,SHORT,2026-03-30 10:35:00+05:30,1315.5999755859375,2026-03-30 14:50:00+05:30,1309.0219757080079,0.49999999999999656,PT_75,0.75,0.4377076394620381,PT_75 | EOD
2026-03-30,BAJAJFINSV.NS,SHORT,2026-03-30 10:45:00+05:30,1653.4000244140625,2026-03-30 12:50:00+05:30,1645.1330242919921,0.5000000000000044,PT_75,0.75,0.6804323355496849,PT_75 | EOD
2026-03-30,LT.NS,SHORT,2026-03-30 13:45:00+05:30,3511.10009765625,2026-03-30 15:15:00+05:30,3504.10009765625,0.19936771397297048,EOD,1.0,0.19936771397297048,EOD
2026-03-30,HEROMOTOCO.NS,SHORT,2026-03-30 14:35:00+05:30,5066.0,2026-03-30 15:15:00+05:30,5069.0,-0.05921831819976313,EOD,1.0,-0.05921831819976313,EOD
2026-03-30,ICICIBANK.NS,SHORT,2026-03-30 15:00:00+05:30,1210.300048828125,2026-03-30 15:00:00+05:30,1204.2485485839843,0.500000000000006,PT_75,0.75,0.441100824446099,PT_75 | EOD
2026-04-13,HINDUNILVR.NS,SHORT,2026-04-13 12:45:00+05:30,2124.800048828125,2026-04-13 15:15:00+05:30,2125.699951171875,-0.04235233071678045,EOD,1.0,-0.04235233071678045,EOD
2026-05-11,HDFCBANK.NS,SHORT,2026-05-11 10:15:00+05:30,769.0,2026-05-11 15:00:00+05:30,765.155,0.5000000000000036,PT_75,0.75,0.5733086991527172,PT_75 | EOD
2026-05-11,MARUTI.NS,SHORT,2026-05-11 13:10:00+05:30,13543.0,2026-05-11 15:15:00+05:30,13475.285,0.500000000000001,PT_75,0.75,0.5079099904009459,PT_75 | EOD
2026-05-11,BAJFINANCE.NS,SHORT,2026-05-11 14:15:00+05:30,946.6500244140625,2026-05-11 14:15:00+05:30,941.9167742919922,0.5000000000000019,PT_75,0.75,0.6734220286456793,PT_75 | EOD
2026-05-11,INDUSINDBK.NS,SHORT,2026-05-11 15:05:00+05:30,923.75,2026-05-11 15:15:00+05:30,923.0,0.08119079837618402,EOD,1.0,0.08119079837618402,EOD
2026-05-11,KOTAKBANK.NS,SHORT,2026-05-11 15:10:00+05:30,381.04998779296875,2026-05-11 15:15:00+05:30,380.70001220703125,0.09184505895526966,EOD,1.0,0.09184505895526966,EOD
2026-05-20,INDUSINDBK.NS,SHORT,2026-05-20 13:15:00+05:30,884.4500122070312,2026-05-20 15:15:00+05:30,897.7000122070312,-1.4981061469982153,EOD,1.0,-1.4981061469982153,EOD
2026-05-20,HEROMOTOCO.NS,SHORT,2026-05-20 13:30:00+05:30,4954.0,2026-05-20 15:15:00+05:30,4964.0,-0.20185708518368994,EOD,1.0,-0.20185708518368994,EOD
2026-06-02,BHARTIARTL.NS,SHORT,2026-06-02 10:15:00+05:30,1782.0,2026-06-02 15:15:00+05:30,1814.0,-1.7957351290684627,EOD,1.0,-1.7957351290684627,EOD
2026-06-02,POWERGRID.NS,SHORT,2026-06-02 10:15:00+05:30,281.0,2026-06-02 11:50:00+05:30,279.59499999999997,0.5000000000000105,PT_75,0.75,0.23710073016293048,PT_75 | EOD
2026-06-02,ULTRACEMCO.NS,SHORT,2026-06-02 10:15:00+05:30,11097.0,2026-06-02 15:15:00+05:30,11173.0,-0.6848697846264756,EOD,1.0,-0.6848697846264756,EOD
2026-06-08,M&M.NS,SHORT,2026-06-08 13:40:00+05:30,2979.800048828125,2026-06-08 14:35:00+05:30,2964.9010485839844,0.49999999999999756,PT_75,0.75,0.41611136992481995,PT_75 | EOD
2026-06-08,TATASTEEL.NS,SHORT,2026-06-08 13:45:00+05:30,203.0500030517578,2026-06-08 15:15:00+05:30,202.97999572753906,0.03447787400471253,EOD,1.0,0.03447787400471253,EOD
2026-06-08,ADANIPORTS.NS,SHORT,2026-06-08 13:55:00+05:30,1816.800048828125,2026-06-08 15:00:00+05:30,1807.7160485839843,0.5000000000000054,PT_75,0.75,0.5098531561638626,PT_75 | EOD
