symbol,month,type,pnl,stt,exit_reason
CIPLA,2026-03,LONG,-242.13075060531312,374.7578692493947,STOP_LOSS
CIPLA,2026-03,SHORT,-44.495141939554294,125.00000000000001,STOP_LOSS
CIPLA,2026-03,LONG,-122.29922543822035,499.8777007745618,STOP_LOSS
CIPLA,2026-03,LONG,41.01722723544821,125.04101722723544,PARTIAL_PROFIT
CIPLA,2026-03,LONG,-61.52584085317231,374.9384741591468,STOP_LOSS
CIPLA,2026-03,LONG,680.1754243482544,125.68017542434825,PARTIAL_PROFIT
CIPLA,2026-03,LONG,3076.017217574962,378.07601721757493,EMA50_EXIT
CIPLA,2026-03,SHORT,-121.46732528947871,125.0,STOP_LOSS
CIPLA,2026-04,LONG,-292.20237101354377,499.7077976289865,STOP_LOSS
CIPLA,2026-04,LONG,-292.34881389911686,499.70765118610086,STOP_LOSS
CIPLA,2026-04,LONG,52.283754391835366,125.05228375439185,PARTIAL_PROFIT
CIPLA,2026-04,LONG,-94.11075790536071,374.90588924209464,STOP_LOSS
CIPLA,2026-04,LONG,-511.98907756636464,499.48801092243366,STOP_LOSS
CIPLA,2026-04,LONG,-1786.9298842750363,498.213070115725,STOP_LOSS
CIPLA,2026-04,LONG,-2389.690193735656,497.6103098062643,STOP_LOSS
CIPLA,2026-04,SHORT,-810.5802047781957,125.0,STOP_LOSS
CIPLA,2026-04,SHORT,-162.89297931262868,125.0,STOP_LOSS
CIPLA,2026-04,LONG,-786.4889477606138,499.21351105223937,STOP_LOSS
CIPLA,2026-04,LONG,-124.37810945271747,499.8756218905473,STOP_LOSS
CIPLA,2026-04,LONG,145.1438998092253,125.14514389980924,PARTIAL_PROFIT
CIPLA,2026-04,LONG,2550.38566807665,377.5503856680766,EMA50_EXIT
CIPLA,2026-04,SHORT,567.9974034404783,124.99999999999999,PROFIT_TARGET
CIPLA,2026-04,SHORT,-568.6433793664057,125.0,STOP_LOSS
CIPLA,2026-04,SHORT,-365.64556756312,125.0,STOP_LOSS
CIPLA,2026-04,SHORT,-650.4065040650037,125.0,STOP_LOSS
