Date,Symbol,Type,EntryTime,EntryPrice,ExitTime,ExitPrice,PnL_Pct,Reason,Weight,Net_PnL,ExitReason
2026-04-08,DIVISLAB.NS,LONG,2026-04-08 13:00:00+05:30,5937.5,2026-04-08 15:00:00+05:30,5878.125,-1.0,SL,1.0,-1.0,SL
2026-04-08,ASIANPAINT.NS,LONG,2026-04-08 13:40:00+05:30,2274.39990234375,2026-04-08 15:15:00+05:30,2285.7719018554685,0.4999999999999896,PT_75,0.75,0.52449105522554,PT_75 | OB_Exit_25
2026-04-08,HINDUNILVR.NS,LONG,2026-04-08 13:45:00+05:30,2167.5,2026-04-08 15:00:00+05:30,2145.825,-1.0000000000000084,SL,1.0,-1.0000000000000084,SL
2026-04-08,NTPC.NS,LONG,2026-04-08 14:30:00+05:30,372.45001220703125,2026-04-08 15:10:00+05:30,374.3122622680664,0.499999999999992,PT_75,0.75,0.495820763456447,PT_75 | OB_Exit_25
2026-04-08,HCLTECH.NS,LONG,2026-04-08 15:05:00+05:30,1462.4000244140625,2026-04-08 15:15:00+05:30,1459.5999755859375,-0.1914694188580099,EOD,1.0,-0.1914694188580099,EOD
2026-04-15,SUNPHARMA.NS,LONG,2026-04-15 13:25:00+05:30,1687.0999755859375,2026-04-15 14:55:00+05:30,1695.535475463867,0.4999999999999881,PT_75,0.75,0.5513384592831994,PT_75 | OB_Exit_25
2026-04-15,SBILIFE.NS,LONG,2026-04-15 14:25:00+05:30,1969.5,2026-04-15 15:15:00+05:30,1972.0999755859375,0.1320119617129982,EOD,1.0,0.1320119617129982,EOD
2026-05-25,NTPC.NS,LONG,2026-05-25 10:20:00+05:30,390.8500061035156,2026-05-25 15:15:00+05:30,390.0,-0.21747629275730473,EOD,1.0,-0.21747629275730473,EOD
2026-05-25,HCLTECH.NS,LONG,2026-05-25 10:45:00+05:30,1172.9000244140625,2026-05-25 15:15:00+05:30,1164.5,-0.7161756534414637,EOD,1.0,-0.7161756534414637,EOD
2026-05-25,TCS.NS,LONG,2026-05-25 11:10:00+05:30,2317.199951171875,2026-05-25 15:15:00+05:30,2305.800048828125,-0.4919688669070073,EOD,1.0,-0.4919688669070073,EOD
2026-05-25,TECHM.NS,LONG,2026-05-25 13:30:00+05:30,1442.699951171875,2026-05-25 15:15:00+05:30,1437.0999755859375,-0.38815940774024127,EOD,1.0,-0.38815940774024127,EOD
2026-05-25,EICHERMOT.NS,LONG,2026-05-25 13:40:00+05:30,7371.5,2026-05-25 14:35:00+05:30,7408.357499999999,0.4999999999999887,PT_75,0.75,0.5157447602251831,PT_75 | OB_Exit_25
2026-05-25,BHARTIARTL.NS,LONG,2026-05-25 15:00:00+05:30,1877.0999755859375,2026-05-25 15:15:00+05:30,1872.4000244140625,-0.2503836360877853,EOD,1.0,-0.2503836360877853,EOD
2026-06-12,APOLLOHOSP.NS,LONG,2026-06-12 13:40:00+05:30,8520.0,2026-06-12 15:15:00+05:30,8499.5,-0.24061032863849766,EOD,1.0,-0.24061032863849766,EOD
2026-06-12,ULTRACEMCO.NS,LONG,2026-06-12 13:45:00+05:30,10949.0,2026-06-12 13:50:00+05:30,11003.744999999999,0.49999999999999073,PT_75,0.75,0.4754657959630947,PT_75 | OB_Exit_25
2026-06-12,WIPRO.NS,LONG,2026-06-12 13:55:00+05:30,178.9499969482422,2026-06-12 15:00:00+05:30,179.84474693298338,0.4999999999999918,PT_75,0.75,0.5216894481229666,PT_75 | OB_Exit_25
2026-06-12,UPL.NS,LONG,2026-06-12 14:25:00+05:30,608.0999755859375,2026-06-12 15:15:00+05:30,609.7999877929688,0.27956130164175647,EOD,1.0,0.27956130164175647,EOD
2026-06-12,HDFCLIFE.NS,LONG,2026-06-12 14:30:00+05:30,556.5,2026-06-12 15:15:00+05:30,555.9500122070312,-0.09882979208782569,EOD,1.0,-0.09882979208782569,EOD
