sym,dir,entry,exit,qty,gross,net,reason,entry_t,exit_t,exit_date,year,month
GODREJPROP,LONG,1295.2,1294.5,538,-376.60000000002447,-622.0869640436244,EOD,2022-11-11 13:05:00+05:30,2022-11-11 15:15:00+05:30,2022-11-11,2022,2022-11
MFSL,LONG,697.8,693.75,1057,-4280.849999999952,-4539.584352347052,EMA50_DYN,2022-12-22 12:25:00+05:30,2022-12-22 13:55:00+05:30,2022-12-22,2022,2022-12
BALKRISIND,LONG,2150.0,2154.0,343,1372.0,1111.691570528,EOD,2022-12-22 14:00:00+05:30,2022-12-22 15:15:00+05:30,2022-12-22,2022,2022-12
BANKBARODA,LONG,177.55,177.5,4058,-202.90000000004613,-456.7828505954461,EMA50_DYN,2023-01-09 10:30:00+05:30,2023-01-09 13:45:00+05:30,2023-01-09,2023,2023-01
ASHOKLEY,LONG,72.9,73.2,9885,2965.499999999972,2710.6684701389718,EOD,2023-01-09 13:50:00+05:30,2023-01-09 15:15:00+05:30,2023-01-09,2023,2023-01
APOLLOTYRE,LONG,327.8,333.67325,2232,13109.093999999965,12847.47047164152,TSL,2023-02-01 10:50:00+05:30,2023-02-01 13:20:00+05:30,2023-02-01,2023,2023-02
APOLLOTYRE,LONG,333.9,329.8932,2191,-8778.898799999997,-9034.231087566868,SL,2023-02-01 13:25:00+05:30,2023-02-01 14:15:00+05:30,2023-02-01,2023,2023-02
ASHOKLEY,SHORT,64.95,64.62149999999998,11562,3798.117000000226,3534.5296207778683,TSL,2023-03-27 12:40:00+05:30,2023-03-27 13:35:00+05:30,2023-03-27,2023,2023-03
APOLLOTYRE,LONG,321.6,322.9,2390,3106.9999999998913,2835.2076297698914,EOD,2023-04-03 10:35:00+05:30,2023-04-03 15:15:00+05:30,2023-04-03,2023,2023-04
BHEL,LONG,80.1,82.9035,7329,20546.851499999997,20334.06248817176,PARTIAL_PROFIT,2023-05-29 10:25:00+05:30,2023-05-29 11:55:00+05:30,2023-05-29,2023,2023-05
BHEL,LONG,80.1,82.983,2443,7043.1690000000235,6972.183739006229,TSL,2023-05-29 10:25:00+05:30,2023-05-29 12:10:00+05:30,2023-05-29,2023,2023-05
BHARATFORG,LONG,783.5,787.3,999,3796.1999999999543,3519.2434330007545,EOD,2023-05-29 12:15:00+05:30,2023-05-29 15:15:00+05:30,2023-05-29,2023,2023-05
SRF,LONG,2329.3,2321.35,402,-3195.9000000001097,-3525.0137606539097,EMA50_DYN,2023-08-24 10:05:00+05:30,2023-08-24 11:25:00+05:30,2023-08-24,2023,2023-08
SHRIRAMFIN,LONG,385.05,380.4294,2433,-11241.91980000006,-11568.888496709185,SL,2023-08-24 11:30:00+05:30,2023-08-24 12:15:00+05:30,2023-08-24,2023,2023-08
BHARATFORG,LONG,1042.35,1041.5,898,-763.2999999999183,-1092.9872749897183,EMA50_DYN,2023-08-24 12:20:00+05:30,2023-08-24 15:05:00+05:30,2023-08-24,2023,2023-08
PFC,LONG,208.7,208.35,4101,-1435.3499999999767,-1736.5953250832767,EMA50_DYN,2023-09-04 10:25:00+05:30,2023-09-04 12:15:00+05:30,2023-09-04,2023,2023-09
CUMMINSIND,LONG,1730.65,1728.25,494,-1185.600000000045,-1486.5863510316449,EMA50_DYN,2023-09-04 12:20:00+05:30,2023-09-04 14:25:00+05:30,2023-09-04,2023,2023-09
APOLLOTYRE,LONG,388.75,390.0,2201,2751.25,2448.8909320025,EOD,2023-09-04 14:30:00+05:30,2023-09-04 15:15:00+05:30,2023-09-04,2023,2023-09
IDEA,LONG,10.7,11.074499999999999,59728,22368.135999999962,22136.485250206028,PARTIAL_PROFIT,2023-09-11 10:30:00+05:30,2023-09-11 11:15:00+05:30,2023-09-11,2023,2023-09
IDEA,LONG,10.7,11.0445,19910,6858.995000000001,6781.946460573131,TSL,2023-09-11 10:30:00+05:30,2023-09-11 11:20:00+05:30,2023-09-11,2023,2023-09
BALKRISIND,LONG,2432.0,2424.0,350,-2800.0,-3099.2057096,EMA50_DYN,2023-09-11 11:25:00+05:30,2023-09-11 14:50:00+05:30,2023-09-11,2023,2023-09
BANKBARODA,LONG,195.35,195.0,4362,-1526.6999999999753,-1826.5932539141752,EOD,2023-09-11 14:55:00+05:30,2023-09-11 15:15:00+05:30,2023-09-11,2023,2023-09
TORNTPOWER,LONG,725.0,723.05,1340,-2613.000000000061,-2954.659209462061,EMA50_DYN,2023-09-12 11:05:00+05:30,2023-09-12 11:40:00+05:30,2023-09-12,2023,2023-09
GLENMARK,LONG,813.35,811.5,1195,-2210.7500000000273,-2552.6840927395274,EMA50_DYN,2023-09-12 13:20:00+05:30,2023-09-12 15:10:00+05:30,2023-09-12,2023,2023-09
UNIONBANK,SHORT,96.95,95.6,9742,13151.700000000083,12822.578061605484,EOD,2023-10-09 14:05:00+05:30,2023-10-09 15:15:00+05:30,2023-10-09,2023,2023-10
CASTROLIND,LONG,137.1,136.85,7357,-1839.25,-2194.2224006339,EMA50_DYN,2023-10-10 10:40:00+05:30,2023-10-10 13:55:00+05:30,2023-10-10,2023,2023-10
CANBK,LONG,71.23,71.38,14160,2123.999999999879,1767.903047582279,EOD,2023-10-10 14:00:00+05:30,2023-10-10 15:15:00+05:30,2023-10-10,2023,2023-10
BEL,LONG,138.25,138.55,7280,2184.0000000000828,1828.6460424960828,EOD,2023-10-17 11:00:00+05:30,2023-10-17 15:15:00+05:30,2023-10-17,2023,2023-10
MGL,LONG,1009.45,1001.0,1006,-8500.700000000046,-8856.184246070246,EMA50_DYN,2023-10-27 10:40:00+05:30,2023-10-27 11:45:00+05:30,2023-10-27,2023,2023-10
BANKINDIA,LONG,96.55,95.39139999999999,10519,-12187.313400000074,-12541.778655906246,SL,2023-10-27 11:50:00+05:30,2023-10-27 14:25:00+05:30,2023-10-27,2023,2023-10
BEL,LONG,132.2,132.15,7682,-384.099999999869,-741.926354694069,EOD,2023-10-27 14:30:00+05:30,2023-10-27 15:15:00+05:30,2023-10-27,2023,2023-10
SAIL,LONG,84.2,83.8,10748,-4299.200000000061,-4616.932032064061,EMA50_DYN,2023-11-02 10:35:00+05:30,2023-11-02 11:20:00+05:30,2023-11-02,2023,2023-11
BANKINDIA,LONG,101.0,100.05,8960,-8512.000000000025,-8828.518606208025,EMA50_DYN,2023-11-02 11:25:00+05:30,2023-11-02 13:20:00+05:30,2023-11-02,2023,2023-11
BHEL,LONG,126.2,128.4,7171,15776.20000000002,15452.72235992842,EOD,2023-11-02 13:25:00+05:30,2023-11-02 15:15:00+05:30,2023-11-02,2023,2023-11
SHRIRAMFIN,LONG,398.05,403.2735,2298,12003.603000000003,11677.772750984925,TSL,2023-11-03 10:45:00+05:30,2023-11-03 15:00:00+05:30,2023-11-03,2023,2023-11
GMRAIRPORT,LONG,56.5,56.3,17228,-3445.600000000049,-3787.684212358449,EMA50_DYN,2023-11-06 10:20:00+05:30,2023-11-06 10:55:00+05:30,2023-11-06,2023,2023-11
APOLLOTYRE,LONG,389.85,392.55,2496,6739.199999999972,6394.312148889571,EOD,2023-11-06 11:00:00+05:30,2023-11-06 15:15:00+05:30,2023-11-06,2023,2023-11
ZEEL,LONG,252.7,251.45,3903,-4878.75,-5224.9727883237,EMA50_DYN,2023-11-15 10:00:00+05:30,2023-11-15 10:40:00+05:30,2023-11-15,2023,2023-11
APOLLOTYRE,LONG,423.7,428.9,2328,12105.599999999973,11754.485714467173,EOD,2023-11-15 10:45:00+05:30,2023-11-15 15:15:00+05:30,2023-11-15,2023,2023-11
SUNTV,LONG,677.25,675.5,1504,-2632.0,-2990.248621136,EMA50_DYN,2023-12-04 10:25:00+05:30,2023-12-04 11:10:00+05:30,2023-12-04,2023,2023-12
BANKBARODA,LONG,201.45,201.5,5058,252.9000000000575,-106.29774796854247,EOD,2023-12-04 11:15:00+05:30,2023-12-04 15:15:00+05:30,2023-12-04,2023,2023-12
SAIL,LONG,111.05,111.0,9037,-451.84999999997433,-805.4269925820743,EOD,2023-12-14 10:55:00+05:30,2023-12-14 15:15:00+05:30,2023-12-14,2023,2023-12
PAGEIND,LONG,37020.7,37620.7,27,16200.0,15843.0666053772,EOD,2024-01-15 10:25:00+05:30,2024-01-15 15:15:00+05:30,2024-01-15,2024,2024-01
AUBANK,LONG,743.55,737.85,1450,-8264.999999999902,-8642.629584779901,EMA50_DYN,2024-01-19 10:40:00+05:30,2024-01-19 11:10:00+05:30,2024-01-19,2024,2024-01
BHARATFORG,LONG,1238.0,1232.05,871,-5182.45000000004,-5561.01493476234,EMA50_DYN,2024-01-19 11:15:00+05:30,2024-01-19 14:05:00+05:30,2024-01-19,2024,2024-01
APOLLOTYRE,LONG,502.4,503.9,2147,3220.5,2839.4048725014,EOD,2024-01-19 14:10:00+05:30,2024-01-19 15:15:00+05:30,2024-01-19,2024,2024-01
ESCORTS,LONG,2994.0,2982.55,341,-3904.449999999938,-4263.1697241022375,EMA50_DYN,2024-01-20 10:40:00+05:30,2024-01-20 12:45:00+05:30,2024-01-20,2024,2024-01
APOLLOTYRE,LONG,517.2,535.302,1481,26809.061999999965,26531.419763133552,PARTIAL_PROFIT,2024-01-20 12:50:00+05:30,2024-01-20 14:00:00+05:30,2024-01-20,2024,2024-01
APOLLOTYRE,LONG,517.2,536.305,494,9437.869999999954,9345.118278067734,TSL,2024-01-20 12:50:00+05:30,2024-01-20 14:10:00+05:30,2024-01-20,2024,2024-01
BALKRISIND,LONG,2745.05,2777.642,372,12124.223999999867,11760.844340974043,TSL,2024-01-20 14:15:00+05:30,2024-01-20 15:15:00+05:30,2024-01-20,2024,2024-01
SHRIRAMFIN,LONG,459.8,458.0,2694,-4849.200000000031,-5284.394748223231,EMA50_DYN,2024-01-23 11:15:00+05:30,2024-01-23 12:05:00+05:30,2024-01-23,2024,2024-01
VOLTAS,LONG,1015.4,1013.1,1220,-2805.9999999999445,-3241.8101580199445,EMA50_DYN,2024-01-23 13:50:00+05:30,2024-01-23 14:25:00+05:30,2024-01-23,2024,2024-01
LTF,LONG,169.0,169.2,7078,1415.5999999999194,993.5980802103195,EMA50_DYN,2024-01-30 10:40:00+05:30,2024-01-30 14:30:00+05:30,2024-01-30,2024,2024-01
BATAINDIA,LONG,1470.0,1465.05,813,-4024.3500000000367,-4444.417036116936,EOD,2024-01-30 14:35:00+05:30,2024-01-30 15:15:00+05:30,2024-01-30,2024,2024-01
TATAPOWER,LONG,394.4,392.15,2989,-6725.25,-7138.8171872367,EMA50_DYN,2024-02-01 10:40:00+05:30,2024-02-01 11:20:00+05:30,2024-02-01,2024,2024-02
LICHSGFIN,LONG,630.1,625.85,1871,-7951.75,-8364.9856921337,EMA50_DYN,2024-02-01 11:40:00+05:30,2024-02-01 12:05:00+05:30,2024-02-01,2024,2024-02
LICHSGFIN,LONG,629.5,629.25,1872,-468.0,-883.20394188,EMA50_DYN,2024-02-01 12:15:00+05:30,2024-02-01 14:35:00+05:30,2024-02-01,2024,2024-02
BANKBARODA,LONG,247.7,248.75,4759,4996.950000000054,4580.047809845754,EOD,2024-02-01 14:40:00+05:30,2024-02-01 15:15:00+05:30,2024-02-01,2024,2024-02
SHRIRAMFIN,LONG,483.05,481.8,2318,-2897.5,-3291.3146538398,EMA50_DYN,2024-02-02 10:05:00+05:30,2024-02-02 11:05:00+05:30,2024-02-02,2024,2024-02
APOLLOTYRE,LONG,543.5,540.45,2060,-6282.999999999906,-6675.810425761906,EMA50_DYN,2024-02-02 11:10:00+05:30,2024-02-02 12:30:00+05:30,2024-02-02,2024,2024-02
ESCORTS,LONG,2964.05,2950.65,377,-5051.800000000034,-5444.200420669434,EMA50_DYN,2024-02-02 12:35:00+05:30,2024-02-02 14:55:00+05:30,2024-02-02,2024,2024-02
CUMMINSIND,LONG,2297.0,2308.7,487,5697.899999999911,5302.0025600465115,EOD,2024-02-02 15:00:00+05:30,2024-02-02 15:15:00+05:30,2024-02-02,2024,2024-02
PAGEIND,LONG,37204.85,37027.85,28,-4956.0,-5321.7433301256,EMA50_DYN,2024-02-05 09:45:00+05:30,2024-02-05 10:40:00+05:30,2024-02-05,2024,2024-02
PFC,LONG,460.45,455.45,2322,-11610.0,-11983.5062234748,EMA50_DYN,2024-02-05 10:50:00+05:30,2024-02-05 11:40:00+05:30,2024-02-05,2024,2024-02
APOLLOTYRE,LONG,549.05,548.85,1947,-389.3999999998672,-766.0598549536671,EMA50_DYN,2024-02-05 11:45:00+05:30,2024-02-05 14:10:00+05:30,2024-02-05,2024,2024-02
FEDERALBNK,LONG,147.35,147.15,7257,-1451.3999999999176,-1827.8681741489177,EOD,2024-02-05 14:15:00+05:30,2024-02-05 15:15:00+05:30,2024-02-05,2024,2024-02
MFSL,LONG,961.3,949.7643999999999,1008,-11627.884800000045,-11966.07920150608,SL,2024-02-07 11:00:00+05:30,2024-02-07 12:05:00+05:30,2024-02-07,2024,2024-02
FEDERALBNK,LONG,149.6,149.2,6483,-2593.2000000000367,-2934.285727610437,EOD,2024-02-07 12:10:00+05:30,2024-02-07 15:15:00+05:30,2024-02-07,2024,2024-02
AUBANK,SHORT,563.75,566.25,1588,-3970.0,-4286.66368344,EOD,2024-03-21 13:10:00+05:30,2024-03-21 15:15:00+05:30,2024-03-21,2024,2024-03
BHARATFORG,LONG,1150.25,1161.71225,759,8699.84775000003,8389.653021410939,TSL,2024-04-04 10:25:00+05:30,2024-04-04 10:50:00+05:30,2024-04-04,2024,2024-04
BALKRISIND,LONG,2325.0,2327.25,375,843.75,536.2144093125,EMA50_DYN,2024-04-04 10:55:00+05:30,2024-04-04 11:20:00+05:30,2024-04-04,2024,2024-04
BHARATFORG,LONG,1164.45,1154.45,750,-7500.0,-7805.66285355,EMA50_DYN,2024-04-04 11:25:00+05:30,2024-04-04 13:50:00+05:30,2024-04-04,2024,2024-04
COFORGE,LONG,1167.5,1164.0,748,-2618.0,-2925.043467412,EOD,2024-04-04 13:55:00+05:30,2024-04-04 15:15:00+05:30,2024-04-04,2024,2024-04
TVSMOTOR,LONG,1911.1,1944.55,452,15119.40000000002,14810.61833484122,EOD,2024-04-22 10:25:00+05:30,2024-04-22 15:15:00+05:30,2024-04-22,2024,2024-04
GODREJPROP,LONG,2624.0,2602.0,357,-7854.0,-8181.917736132,EMA50_DYN,2024-04-29 09:25:00+05:30,2024-04-29 09:50:00+05:30,2024-04-29,2024,2024-04
TATAPOWER,LONG,443.2,448.34700000000004,2118,10901.346000000101,10567.379904824706,TSL,2024-04-29 11:10:00+05:30,2024-04-29 14:45:00+05:30,2024-04-29,2024,2024-04
AUBANK,LONG,623.75,645.58125,1128,24625.64999999995,24370.61979602305,PARTIAL_PROFIT,2024-04-29 14:50:00+05:30,2024-04-29 15:15:00+05:30,2024-04-29,2024,2024-04
AUBANK,LONG,623.75,643.6,377,7483.450000000009,7398.427632545309,EOD,2024-04-29 14:50:00+05:30,2024-04-29 15:15:00+05:30,2024-04-29,2024,2024-04
JINDALSTEL,LONG,938.75,936.3,1182,-2895.9000000000538,-3286.152738456654,EMA50_DYN,2024-05-06 10:40:00+05:30,2024-05-06 13:05:00+05:30,2024-05-06,2024,2024-05
BEL,LONG,233.6,233.15,4750,-2137.499999999946,-2527.968931124946,EMA50_DYN,2024-05-06 13:10:00+05:30,2024-05-06 13:35:00+05:30,2024-05-06,2024,2024-05
GODREJPROP,LONG,2814.15,2844.0,394,11760.899999999965,11366.743723091366,EOD,2024-05-06 13:40:00+05:30,2024-05-06 15:15:00+05:30,2024-05-06,2024,2024-05
CUMMINSIND,LONG,3776.9,3731.5772,301,-13642.162799999975,-14038.942021909183,SL,2024-05-16 10:30:00+05:30,2024-05-16 11:35:00+05:30,2024-05-16,2024,2024-05
PAGEIND,LONG,35402.65,35320.0,32,-2644.8000000000466,-3043.3305030048464,EMA50_DYN,2024-05-16 11:55:00+05:30,2024-05-16 13:25:00+05:30,2024-05-16,2024,2024-05
LICHSGFIN,LONG,644.5,652.45,1764,14023.80000000008,13619.084049925279,EOD,2024-05-16 13:30:00+05:30,2024-05-16 15:15:00+05:30,2024-05-16,2024,2024-05
VOLTAS,LONG,1391.0,1422.89975,805,25679.29875000003,25277.28877777601,TSL,2024-05-27 10:20:00+05:30,2024-05-27 11:30:00+05:30,2024-05-27,2024,2024-05
ASHOKLEY,LONG,110.9,112.9325,10100,20528.24999999999,20127.59632043549,TSL,2024-05-27 11:35:00+05:30,2024-05-27 14:55:00+05:30,2024-05-27,2024,2024-05
ASHOKLEY,LONG,113.1,113.9,9904,7923.200000000113,7526.135744992112,EOD,2024-05-27 15:00:00+05:30,2024-05-27 15:15:00+05:30,2024-05-27,2024,2024-05
SUNTV,LONG,669.8,667.6,2067,-4547.399999999859,-5034.059962510659,EMA50_DYN,2024-06-03 10:20:00+05:30,2024-06-03 12:25:00+05:30,2024-06-03,2024,2024-06
APOLLOTYRE,LONG,475.5,473.4,2912,-6115.200000000066,-6601.474447276866,EMA50_DYN,2024-06-03 12:30:00+05:30,2024-06-03 14:30:00+05:30,2024-06-03,2024,2024-06
CONCOR,LONG,934.7,940.4,1481,8441.699999999899,7951.387740179299,EOD,2024-06-03 14:35:00+05:30,2024-06-03 15:15:00+05:30,2024-06-03,2024,2024-06
APOLLOTYRE,LONG,457.85,468.446,2984,31618.46400000001,31127.885451294347,TSL,2024-06-05 10:10:00+05:30,2024-06-05 12:25:00+05:30,2024-06-05,2024,2024-06
APOLLOTYRE,LONG,468.6,469.8,2915,3497.999999999967,3015.5602754639667,EOD,2024-06-05 12:30:00+05:30,2024-06-05 15:15:00+05:30,2024-06-05,2024,2024-06
SRF,LONG,2301.1,2295.4,668,-3807.5999999998785,-4348.276400411878,EMA50_DYN,2024-06-06 10:15:00+05:30,2024-06-06 11:40:00+05:30,2024-06-06,2024,2024-06
BATAINDIA,LONG,1455.85,1456.0,1055,158.25000000009595,-383.13398789540406,EOD,2024-06-06 11:45:00+05:30,2024-06-06 15:15:00+05:30,2024-06-06,2024,2024-06
ZEEL,LONG,157.72,161.04075,9596,31865.917000000038,31323.366698334557,TSL,2024-06-10 10:25:00+05:30,2024-06-10 11:20:00+05:30,2024-06-10,2024,2024-06
BATAINDIA,LONG,1496.1,1487.55,1011,-8644.049999999954,-9174.679623153854,EMA50_DYN,2024-06-10 11:25:00+05:30,2024-06-10 14:30:00+05:30,2024-06-10,2024,2024-06
MFSL,LONG,959.0,954.4,1578,-7258.800000000036,-7790.088659215236,EOD,2024-06-10 14:45:00+05:30,2024-06-10 15:15:00+05:30,2024-06-10,2024,2024-06
ASHOKLEY,LONG,116.5,118.30550000000001,13607,24567.438500000124,24001.694286942024,TSL,2024-06-11 10:25:00+05:30,2024-06-11 15:05:00+05:30,2024-06-11,2024,2024-06
TVSMOTOR,LONG,2440.75,2430.0,698,-7503.5,-8101.804862071,EMA50_DYN,2024-06-13 10:35:00+05:30,2024-06-13 11:10:00+05:30,2024-06-13,2024,2024-06
COFORGE,LONG,1061.0,1057.0,1607,-6428.0,-7027.100315476,EMA50_DYN,2024-06-13 11:15:00+05:30,2024-06-13 15:00:00+05:30,2024-06-13,2024,2024-06
RBLBANK,SHORT,228.5,229.64249999999998,7131,-8147.167499999887,-8723.796527106742,SL,2024-07-25 12:10:00+05:30,2024-07-25 15:00:00+05:30,2024-07-25,2024,2024-07
RECLTD,LONG,631.5,640.8795,2511,23551.92450000002,22986.30142404008,TSL,2024-07-29 09:35:00+05:30,2024-07-29 13:50:00+05:30,2024-07-29,2024,2024-07
PFC,LONG,547.85,553.6,2895,16646.25,16082.4874628085,EOD,2024-07-29 13:55:00+05:30,2024-07-29 15:15:00+05:30,2024-07-29,2024,2024-07
CUMMINSIND,SHORT,3519.05,3536.64525,506,-8903.196499999925,-9533.334708884935,SL,2024-08-02 12:15:00+05:30,2024-08-02 13:35:00+05:30,2024-08-02,2024,2024-08
GMRAIRPORT,SHORT,98.49,97.85,18086,11575.04000000001,10950.53380497577,EOD,2024-08-02 15:00:00+05:30,2024-08-02 15:15:00+05:30,2024-08-02,2024,2024-08
EXIDEIND,SHORT,485.85,485.5,3681,1288.3500000000836,658.3887210069836,EOD,2024-08-05 14:30:00+05:30,2024-08-05 15:15:00+05:30,2024-08-05,2024,2024-08
PAGEIND,LONG,42199.95,41693.550599999995,42,-21268.774800000087,-21887.37230831498,SL,2024-08-06 10:25:00+05:30,2024-08-06 10:40:00+05:30,2024-08-06,2024,2024-08
MFSL,LONG,1082.2,1076.85,1655,-8854.250000000226,-9482.971665971725,EMA50_DYN,2024-08-06 11:30:00+05:30,2024-08-06 13:15:00+05:30,2024-08-06,2024,2024-08
GODREJPROP,LONG,2984.95,2949.1306,600,-21491.639999999916,-22116.719492289274,SL,2024-08-06 13:20:00+05:30,2024-08-06 14:15:00+05:30,2024-08-06,2024,2024-08
JINDALSTEL,LONG,943.2,948.5,1616,8564.799999999927,8025.1372456927265,EOD,2024-08-07 10:50:00+05:30,2024-08-07 15:15:00+05:30,2024-08-07,2024,2024-08
TVSMOTOR,LONG,2576.15,2581.25,607,3095.699999999945,2543.676613753145,EOD,2024-08-09 11:00:00+05:30,2024-08-09 15:15:00+05:30,2024-08-09,2024,2024-08
BATAINDIA,LONG,1398.8,1394.2,1127,-5184.199999999897,-5738.338256685897,EMA50_DYN,2024-08-16 10:15:00+05:30,2024-08-16 10:40:00+05:30,2024-08-16,2024,2024-08
CUMMINSIND,LONG,3744.9,3748.4,421,1473.5,917.4014006781999,EMA50_DYN,2024-08-16 10:50:00+05:30,2024-08-16 14:20:00+05:30,2024-08-16,2024,2024-08
ASHOKLEY,LONG,127.2,128.25,12399,13018.949999999964,12459.352979351665,EOD,2024-08-16 14:25:00+05:30,2024-08-16 15:15:00+05:30,2024-08-16,2024,2024-08
GLENMARK,LONG,1613.45,1629.81,1001,16376.3599999999,15802.440316903141,TSL,2024-08-19 10:45:00+05:30,2024-08-19 12:55:00+05:30,2024-08-19,2024,2024-08
GLENMARK,LONG,1628.05,1614.55,992,-13392.0,-13957.3858641792,EMA50_DYN,2024-08-19 13:00:00+05:30,2024-08-19 13:55:00+05:30,2024-08-19,2024,2024-08
IRCTC,LONG,938.5,936.0,1721,-4302.5,-4870.534356277,EMA50_DYN,2024-08-19 14:10:00+05:30,2024-08-19 15:00:00+05:30,2024-08-19,2024,2024-08
RBLBANK,SHORT,219.15,216.85,7301,16792.300000000083,16233.178205664082,EOD,2024-09-04 12:00:00+05:30,2024-09-04 15:15:00+05:30,2024-09-04,2024,2024-09
BHARATFORG,LONG,1579.0,1580.9,1064,2021.6000000000968,1428.8822682064967,EMA50_DYN,2024-09-12 11:00:00+05:30,2024-09-12 13:45:00+05:30,2024-09-12,2024,2024-09
JINDALSTEL,LONG,996.05,1000.6,1688,7680.400000000115,7085.612702784915,EOD,2024-09-12 13:50:00+05:30,2024-09-12 15:15:00+05:30,2024-09-12,2024,2024-09
JINDALSTEL,LONG,1040.25,1027.767,1657,-20684.33099999991,-21285.930092476105,SL,2024-09-19 09:45:00+05:30,2024-09-19 09:55:00+05:30,2024-09-19,2024,2024-09
ASHOKLEY,LONG,118.4,118.05,14560,-5096.000000000124,-5702.134804912123,EMA50_DYN,2024-09-19 12:40:00+05:30,2024-09-19 13:50:00+05:30,2024-09-19,2024,2024-09
AUBANK,LONG,747.7,752.35,2305,10718.249999999947,10107.749287453447,EOD,2024-09-19 13:55:00+05:30,2024-09-19 15:15:00+05:30,2024-09-19,2024,2024-09
TVSMOTOR,SHORT,2751.75,2723.55,595,16778.99999999989,16206.736010408891,EOD,2024-10-03 13:05:00+05:30,2024-10-03 15:15:00+05:30,2024-10-03,2024,2024-10
SUNTV,LONG,758.5,758.8,2268,680.3999999998969,73.88983017349688,EOD,2024-11-06 10:40:00+05:30,2024-11-06 15:15:00+05:30,2024-11-06,2024,2024-11
MGL,LONG,1196.0,1181.648,1438,-20638.176000000127,-21238.43268473235,SL,2024-11-25 10:35:00+05:30,2024-11-25 11:45:00+05:30,2024-11-25,2024,2024-11
ASHOKLEY,LONG,116.1,117.7,14823,23716.800000000127,23103.459260067728,EOD,2024-11-25 11:50:00+05:30,2024-11-25 15:15:00+05:30,2024-11-25,2024,2024-11
APOLLOTYRE,SHORT,450.65,441.63699999999994,3839,34600.90700000013,34001.052735508914,PARTIAL_PROFIT,2025-01-13 11:05:00+05:30,2025-01-13 14:05:00+05:30,2025-01-13,2025,2025-01
SHRIRAMFIN,LONG,525.4,534.56375,3616,33136.120000000185,32457.030917544264,TSL,2025-01-14 10:20:00+05:30,2025-01-14 11:25:00+05:30,2025-01-14,2025,2025-01
ASHOKLEY,LONG,104.4,104.95,18202,10011.099999999948,9338.473974753748,EOD,2025-01-14 11:30:00+05:30,2025-01-14 15:15:00+05:30,2025-01-14,2025,2025-01
ESCORTS,LONG,3536.4,3535.1,596,-774.8000000001084,-1517.4393387641085,EMA50_DYN,2025-01-16 11:00:00+05:30,2025-01-16 13:25:00+05:30,2025-01-16,2025,2025-01
AUBANK,LONG,608.65,601.3462,3465,-25307.66700000008,-26043.73477516234,SL,2025-01-16 13:30:00+05:30,2025-01-16 14:35:00+05:30,2025-01-16,2025,2025-01
BALKRISIND,LONG,2721.45,2725.5,775,3138.750000000141,2394.486724207641,EOD,2025-01-16 14:40:00+05:30,2025-01-16 15:15:00+05:30,2025-01-16,2025,2025-01
ASHOKLEY,LONG,100.2,101.58949999999999,19794,27503.762999999683,26796.851932153644,TSL,2025-01-28 10:40:00+05:30,2025-01-28 11:40:00+05:30,2025-01-28,2025,2025-01
ASHOKLEY,LONG,101.4,102.83324999999999,19560,28034.36999999974,27327.29817684412,TSL,2025-01-28 11:45:00+05:30,2025-01-28 13:25:00+05:30,2025-01-28,2025,2025-01
ASHOKLEY,LONG,102.8,102.35,19294,-8682.300000000056,-9378.876373686655,EOD,2025-01-28 13:30:00+05:30,2025-01-28 15:15:00+05:30,2025-01-28,2025,2025-01
CUMMINSIND,LONG,2800.25,2830.4764999999998,788,23818.48199999981,23033.945005326877,TSL,2025-02-04 10:20:00+05:30,2025-02-04 13:25:00+05:30,2025-02-04,2025,2025-02
BEL,LONG,283.05,281.7,7797,-10525.950000000177,-11300.777915899676,EMA50_DYN,2025-02-04 13:30:00+05:30,2025-02-04 14:25:00+05:30,2025-02-04,2025,2025-02
COFORGE,LONG,1686.5,1690.5,1308,5232.0,4453.013795784,EOD,2025-02-04 14:30:00+05:30,2025-02-04 15:15:00+05:30,2025-02-04,2025,2025-02
GODREJPROP,LONG,2007.0,1991.65,1140,-17498.999999999898,-18300.3944581859,EMA50_DYN,2025-03-17 11:35:00+05:30,2025-03-17 12:35:00+05:30,2025-03-17,2025,2025-03
VOLTAS,LONG,1441.85,1459.5,1586,27992.900000000143,27178.909599111543,EOD,2025-03-17 12:40:00+05:30,2025-03-17 15:15:00+05:30,2025-03-17,2025,2025-03
BATAINDIA,LONG,1226.6,1236.65,1901,19105.050000000345,18277.745836255846,EOD,2025-03-18 10:15:00+05:30,2025-03-18 15:15:00+05:30,2025-03-18,2025,2025-03
PAGEIND,LONG,41573.0,41989.94525,58,24182.824499999828,23326.05850110649,TSL,2025-03-20 10:45:00+05:30,2025-03-20 14:15:00+05:30,2025-03-20,2025,2025-03
BHARATFORG,LONG,1192.5,1194.05,2032,3149.5999999999076,2294.6509142703076,EOD,2025-03-20 14:20:00+05:30,2025-03-20 15:15:00+05:30,2025-03-20,2025,2025-03
LICHSGFIN,LONG,575.3,580.881,4435,24751.735000000077,23845.384816011967,TSL,2025-03-24 10:40:00+05:30,2025-03-24 13:00:00+05:30,2025-03-24,2025,2025-03
BANKBARODA,LONG,224.03,224.79,11391,8657.159999999896,7755.250768331776,EOD,2025-03-24 13:05:00+05:30,2025-03-24 15:15:00+05:30,2025-03-24,2025,2025-03
