sym,dir,entry,exit,qty,gross,net,reason,entry_t,exit_t
TVSMOTOR,SHORT,2751.75,2724.4,254,6946.899999999977,6702.543996485377,RSI_EXIT,2024-10-03 13:05:00+05:30,2024-10-03 13:45:00+05:30
FEDERALBNK,SHORT,192.98,193.94489999999996,3632,-3504.516799999897,-3752.5546748642137,SL,2024-10-03 13:50:00+05:30,2024-10-03 15:00:00+05:30
SUNTV,LONG,758.5,758.8,918,275.39999999995825,29.9077884035583,EOD,2024-11-06 10:40:00+05:30,2024-11-06 15:15:00+05:30
MGL,LONG,1196.0,1184.04,582,-6960.720000000021,-7204.059629501301,SL,2024-11-25 10:35:00+05:30,2024-11-25 11:40:00+05:30
ASHOKLEY,LONG,116.35,117.7,5992,8089.200000000051,7841.16598176245,EOD,2024-11-25 11:45:00+05:30,2024-11-25 15:15:00+05:30
CUMMINSIND,SHORT,3397.6,3414.5879999999997,206,-3499.527999999965,-3747.2127844324928,SL,2024-12-19 12:20:00+05:30,2024-12-19 12:40:00+05:30
CUMMINSIND,SHORT,3388.0,3354.95,206,6808.3000000000375,6564.262593019837,EOD,2024-12-19 13:50:00+05:30,2024-12-19 15:15:00+05:30
APOLLOTYRE,SHORT,450.65,445.032,1585,8904.529999999992,8655.329205330772,TSL,2025-01-13 11:05:00+05:30,2025-01-13 14:45:00+05:30
SHRIRAMFIN,LONG,525.4,532.952,1442,10889.98400000003,10619.839922526045,TSL,2025-01-14 10:20:00+05:30,2025-01-14 11:30:00+05:30
ASHOKLEY,LONG,104.45,104.95,7254,3627.0,3358.9159212024,EOD,2025-01-14 11:35:00+05:30,2025-01-14 15:15:00+05:30
ESCORTS,LONG,3536.4,3545.0,234,2012.3999999999787,1720.1637656423786,RSI_EXIT,2025-01-16 11:00:00+05:30,2025-01-16 11:15:00+05:30
AUBANK,LONG,605.85,606.35,1366,683.0,391.11836926480004,RSI_EXIT,2025-01-16 11:20:00+05:30,2025-01-16 11:30:00+05:30
AUBANK,LONG,606.8,606.85,1363,68.15000000009297,-223.37141801860702,RSI_EXIT,2025-01-16 11:35:00+05:30,2025-01-16 11:45:00+05:30
AUBANK,LONG,606.35,607.7,1364,1841.400000000031,1549.373498890831,RSI_EXIT,2025-01-16 11:50:00+05:30,2025-01-16 12:00:00+05:30
AUBANK,LONG,607.9,601.821,1361,-8273.518999999933,-8562.75273560944,SL,2025-01-16 12:05:00+05:30,2025-01-16 14:35:00+05:30
BALKRISIND,LONG,2721.45,2729.8,304,2538.4000000001106,2246.0825733201104,RSI_EXIT,2025-01-16 14:40:00+05:30,2025-01-16 15:00:00+05:30
ASHOKLEY,LONG,100.2,101.9,8116,13797.200000000023,13506.628739346423,RSI_EXIT,2025-01-28 10:40:00+05:30,2025-01-28 11:20:00+05:30
ASHOKLEY,LONG,102.1,102.35,7965,1991.25,1704.0567460995,EOD,2025-01-28 11:25:00+05:30,2025-01-28 15:15:00+05:30
IDEA,SHORT,9.08,9.08,97941,0.0,-313.43707209456005,EOD,2025-02-03 14:25:00+05:30,2025-02-03 15:15:00+05:30
CUMMINSIND,LONG,2800.25,2772.2475,317,-8876.792500000018,-9187.116058210913,SL,2025-02-04 10:20:00+05:30,2025-02-04 10:35:00+05:30
RECLTD,LONG,421.1,427.7,2108,13912.799999999928,13595.953626489529,EOD,2025-02-04 10:40:00+05:30,2025-02-04 15:15:00+05:30
GODREJPROP,LONG,2007.0,1991.65,453,-6953.549999999959,-7271.998850489659,EMA50_DYN,2025-03-17 11:35:00+05:30,2025-03-17 12:35:00+05:30
VOLTAS,LONG,1441.85,1459.5,630,11119.500000000058,10796.162072787058,EOD,2025-03-17 12:40:00+05:30,2025-03-17 15:15:00+05:30
BATAINDIA,LONG,1226.6,1236.65,756,7597.8000000001375,7268.793188958138,EOD,2025-03-18 10:15:00+05:30,2025-03-18 15:15:00+05:30
PAGEIND,LONG,41573.0,42074.5,23,11534.5,11194.191325295,RSI_EXIT,2025-03-20 10:45:00+05:30,2025-03-20 12:15:00+05:30
BANKBARODA,LONG,217.09,215.96,4439,-5016.06999999998,-5354.279049322679,EMA50_DYN,2025-03-20 12:20:00+05:30,2025-03-20 13:05:00+05:30
MFSL,LONG,1129.1,1120.45,853,-7378.449999999883,-7715.792476649784,EMA50_DYN,2025-03-20 13:10:00+05:30,2025-03-20 15:05:00+05:30
LICHSGFIN,LONG,575.3,579.1296,1658,6349.476800000046,6011.473990828689,TSL,2025-03-24 10:40:00+05:30,2025-03-24 13:10:00+05:30
ASHOKLEY,LONG,106.75,106.45,8940,-2681.9999999999745,-3017.5931458079745,EMA50_DYN,2025-03-24 13:15:00+05:30,2025-03-24 15:00:00+05:30
BHARATFORG,LONG,1206.35,1194.2865,803,-9686.990499999982,-10025.637749027728,SL,2025-03-25 09:55:00+05:30,2025-03-25 10:10:00+05:30
BATAINDIA,LONG,1242.45,1239.0,780,-2691.0000000000355,-3031.7948760060353,EMA50_DYN,2025-03-25 10:50:00+05:30,2025-03-25 11:15:00+05:30
AUBANK,LONG,558.35,556.4,1736,-3385.200000000079,-3725.861240556079,EMA50_DYN,2025-03-25 12:05:00+05:30,2025-03-25 13:30:00+05:30
SUNTV,LONG,660.3,663.65,1468,4917.800000000034,4574.753484156434,EOD,2025-03-25 13:35:00+05:30,2025-03-25 15:15:00+05:30
BHARATFORG,SHORT,1113.05,1118.6152499999998,816,-4541.243999999901,-4862.657928162645,SL,2025-04-03 14:35:00+05:30,2025-04-03 15:05:00+05:30
BANKINDIA,SHORT,105.23,105.14448,8400,718.3680000000209,407.03001433518887,TSL,2025-04-07 11:50:00+05:30,2025-04-07 12:40:00+05:30
AUBANK,SHORT,539.0,541.6949999999999,1640,-4419.799999999896,-4732.618531594696,SL,2025-04-07 14:15:00+05:30,2025-04-07 14:30:00+05:30
BALKRISIND,LONG,2310.94,2311.75,373,302.12999999997965,-1.7632709416403713,EMA50_DYN,2025-04-08 11:10:00+05:30,2025-04-08 13:55:00+05:30
BHARATFORG,LONG,971.0,970.2,888,-710.3999999999596,-1014.0976971455596,EOD,2025-04-08 14:00:00+05:30,2025-04-08 15:15:00+05:30
ESCORTS,LONG,3186.0,3179.6,269,-1721.6000000000245,-2023.1705806864245,EMA50_DYN,2025-04-11 11:00:00+05:30,2025-04-11 13:15:00+05:30
APOLLOTYRE,LONG,423.75,427.5,2023,7586.25,7281.9404627025,EOD,2025-04-11 13:20:00+05:30,2025-04-11 15:15:00+05:30
IDFCFIRSTB,LONG,61.12,61.97,14456,12287.60000000002,11972.67375103698,EOD,2025-04-15 10:45:00+05:30,2025-04-15 15:15:00+05:30
GODREJPROP,LONG,2006.5,2046.6,470,18846.999999999956,18509.223877717955,RSI_EXIT,2025-04-21 10:00:00+05:30,2025-04-21 12:20:00+05:30
APOLLOTYRE,LONG,458.65,460.95,2056,4728.800000000023,4395.089756742423,EOD,2025-04-21 12:25:00+05:30,2025-04-21 15:15:00+05:30
MGL,SHORT,1337.1,1343.7854999999997,791,-5288.230499999858,-5662.51361230015,SL,2025-05-09 10:55:00+05:30,2025-05-09 11:05:00+05:30
TORNTPOWER,SHORT,1372.0,1378.86,771,-5289.059999999923,-5663.401821511483,SL,2025-05-09 13:10:00+05:30,2025-05-09 13:20:00+05:30
TVSMOTOR,SHORT,2644.0,2657.22,400,-5287.99999999992,-5662.26679828792,SL,2025-05-09 13:30:00+05:30,2025-05-09 13:45:00+05:30
CUMMINSIND,SHORT,2707.0,2720.535,390,-5278.649999999943,-5652.255036834843,SL,2025-05-09 13:50:00+05:30,2025-05-09 14:05:00+05:30
EXIDEIND,LONG,376.15,378.4,2511,5649.75,5315.2375221387,EOD,2025-05-12 11:10:00+05:30,2025-05-12 15:15:00+05:30
MFSL,LONG,1508.1,1503.5,644,-2962.3999999999414,-3303.8592467103413,EMA50_DYN,2025-06-09 09:25:00+05:30,2025-06-09 09:50:00+05:30
BHEL,LONG,258.65,256.95,3755,-6383.499999999957,-6723.985096627957,EMA50_DYN,2025-06-09 10:40:00+05:30,2025-06-09 11:45:00+05:30
BANKINDIA,LONG,129.2,128.8,7518,-3007.199999999829,-3348.684911543829,EMA50_DYN,2025-06-09 11:50:00+05:30,2025-06-09 14:15:00+05:30
APOLLOTYRE,LONG,475.05,472.65,2044,-4905.6000000000695,-5246.42755712887,EMA50_DYN,2025-06-09 14:20:00+05:30,2025-06-09 15:05:00+05:30
EXIDEIND,SHORT,385.15,384.85,2280,683.9999999998963,374.6928743998963,EOD,2025-06-13 12:30:00+05:30,2025-06-13 15:15:00+05:30
EXIDEIND,LONG,388.4,389.25,2265,1925.2500000000514,1614.6377552415513,RSI_EXIT,2025-06-24 10:55:00+05:30,2025-06-24 11:05:00+05:30
EXIDEIND,LONG,389.0,386.25,2262,-6220.5,-6528.848390103,EMA50_DYN,2025-06-24 11:10:00+05:30,2025-06-24 13:35:00+05:30
MFSL,LONG,1606.8,1620.0,547,7220.400000000025,6908.556362930425,RSI_EXIT,2025-06-24 13:40:00+05:30,2025-06-24 14:35:00+05:30
FEDERALBNK,LONG,209.05,209.25,4209,841.7999999999522,531.4395536177522,EOD,2025-06-24 14:40:00+05:30,2025-06-24 15:15:00+05:30
MGL,SHORT,1379.5,1359.2,647,13134.099999999971,12823.283046408571,EOD,2025-07-31 14:30:00+05:30,2025-07-31 15:15:00+05:30
MGL,LONG,1323.4,1321.3,723,-1518.3000000000986,-1855.0979112906987,EMA50_DYN,2025-08-18 10:30:00+05:30,2025-08-18 12:15:00+05:30
APOLLOTYRE,LONG,456.65,461.7,2095,10579.750000000024,10239.537404325523,RSI_EXIT,2025-08-18 12:20:00+05:30,2025-08-18 12:55:00+05:30
APOLLOTYRE,LONG,462.1,465.05,2070,6106.499999999976,5767.615257686976,RSI_EXIT,2025-08-18 13:00:00+05:30,2025-08-18 15:00:00+05:30
JINDALSTEL,LONG,1033.85,1027.6,993,-6206.25,-6566.3054325861,EMA50_DYN,2025-09-04 10:40:00+05:30,2025-09-04 11:50:00+05:30
BATAINDIA,LONG,1240.6,1228.194,828,-10272.167999999958,-10631.27245403559,SL,2025-09-04 11:55:00+05:30,2025-09-04 13:55:00+05:30
IDFCFIRSTB,LONG,72.0,72.17,14272,2426.2400000000243,2063.371511061784,EOD,2025-09-04 14:00:00+05:30,2025-09-04 15:15:00+05:30
EXIDEIND,LONG,331.05,334.4,2875,9631.249999999902,9293.040486362403,EOD,2026-01-22 11:15:00+05:30,2026-01-22 15:15:00+05:30
APOLLOTYRE,LONG,497.55,505.6,2006,16148.300000000023,15791.900776528622,EOD,2026-02-03 11:05:00+05:30,2026-02-03 15:15:00+05:30
FEDERALBNK,LONG,287.5,286.85,3747,-2435.5499999999147,-2814.5362049156147,EMA50_DYN,2026-02-09 09:40:00+05:30,2026-02-09 10:10:00+05:30
TVSMOTOR,LONG,3753.8,3762.8,287,2583.0,2202.5498290908,EMA50_DYN,2026-02-09 10:35:00+05:30,2026-02-09 14:05:00+05:30
ASHOKLEY,LONG,205.62,205.93,5239,1624.090000000012,1243.948629938312,EOD,2026-02-09 14:10:00+05:30,2026-02-09 15:15:00+05:30
BHEL,SHORT,257.9,259.18949999999995,4189,-5401.7154999998975,-5784.030697701801,SL,2026-03-11 11:55:00+05:30,2026-03-11 12:15:00+05:30
LICHSGFIN,SHORT,515.5,508.75,2096,14148.0,13771.229368872,RSI_EXIT,2026-03-11 12:20:00+05:30,2026-03-11 13:20:00+05:30
FEDERALBNK,SHORT,271.35,269.65,3981,6767.700000000181,6388.902810054181,EOD,2026-03-11 13:40:00+05:30,2026-03-11 15:15:00+05:30
ESCORTS,LONG,3086.6,3067.0,373,-7310.7999999999665,-7714.486080972767,EMA50_DYN,2026-03-17 10:05:00+05:30,2026-03-17 10:40:00+05:30
BHARATFORG,LONG,1722.8,1745.0,668,14829.600000000031,14419.742906769632,EOD,2026-03-17 10:45:00+05:30,2026-03-17 15:15:00+05:30
PFC,SHORT,418.55,413.1792,2833,15215.476400000089,14801.910748176355,TSL,2026-03-19 11:05:00+05:30,2026-03-19 15:15:00+05:30
EXIDEIND,SHORT,294.3,294.2856,4281,61.646400000099675,-382.3896308290138,TSL,2026-03-23 11:35:00+05:30,2026-03-23 13:50:00+05:30
CASTROLIND,SHORT,178.1,177.18,7074,6508.079999999912,6065.895767417192,EOD,2026-03-23 14:35:00+05:30,2026-03-23 15:15:00+05:30
CUMMINSIND,LONG,4621.4,4607.7,278,-3808.5999999999494,-4260.32230469475,EMA50_DYN,2026-03-24 11:55:00+05:30,2026-03-24 14:40:00+05:30
SRF,LONG,2471.1,2471.2,521,52.099999999952615,-401.67680785584736,EOD,2026-03-24 14:45:00+05:30,2026-03-24 15:15:00+05:30
MFSL,LONG,1616.4,1607.5,782,-6959.800000000071,-7403.315993094871,EMA50_DYN,2026-03-25 10:40:00+05:30,2026-03-25 12:50:00+05:30
APOLLOTYRE,LONG,417.1,418.95,3032,5609.199999999897,5161.867066186297,EOD,2026-03-25 12:55:00+05:30,2026-03-25 15:15:00+05:30
CUMMINSIND,SHORT,4549.7,4546.3824,275,912.3399999998355,471.6246477186755,TSL,2026-03-30 10:50:00+05:30,2026-03-30 12:20:00+05:30
BANKBARODA,SHORT,250.8,247.2,4999,17996.400000000114,17559.664624548113,EOD,2026-03-30 12:25:00+05:30,2026-03-30 15:15:00+05:30
GMRAIRPORT,LONG,89.03,88.1397,15095,-13439.078499999945,-13908.894895865404,SL,2026-04-01 10:45:00+05:30,2026-04-01 11:10:00+05:30
CONCOR,LONG,446.25,450.25,3011,12044.0,11566.977480301,RSI_EXIT,2026-04-01 11:20:00+05:30,2026-04-01 11:50:00+05:30
CONCOR,LONG,449.85,451.35,2987,4480.5,4005.6271247256,RSI_EXIT,2026-04-01 11:55:00+05:30,2026-04-01 12:05:00+05:30
CONCOR,LONG,450.05,446.95,2986,-9256.600000000068,-9727.592893892068,EMA50_DYN,2026-04-01 12:10:00+05:30,2026-04-01 14:25:00+05:30
SUNTV,LONG,587.4,581.526,2288,-13439.712000000054,-13909.550542375542,SL,2026-04-01 14:30:00+05:30,2026-04-01 14:50:00+05:30
BANKBARODA,SHORT,242.53,243.74264999999997,5088,-6169.963199999837,-6606.652377840001,SL,2026-04-02 12:25:00+05:30,2026-04-02 12:35:00+05:30
BATAINDIA,LONG,702.6,703.65,1709,1794.4499999999223,1370.7319689374222,EOD,2026-04-08 11:00:00+05:30,2026-04-08 15:15:00+05:30
BATAINDIA,LONG,714.45,712.6,1690,-3126.500000000038,-3551.1628844770385,EMA50_DYN,2026-04-10 11:00:00+05:30,2026-04-10 14:55:00+05:30
BHEL,LONG,285.62,284.62,4229,-4229.0,-4653.51173212096,EOD,2026-04-10 15:00:00+05:30,2026-04-10 15:15:00+05:30
CUMMINSIND,SHORT,5024.2,4992.8,232,7284.799999999916,6876.061972655915,EOD,2026-04-13 12:40:00+05:30,2026-04-13 15:15:00+05:30
SUNTV,LONG,630.05,626.4,1906,-6956.899999999957,-7378.159655576157,EMA50_DYN,2026-04-15 10:40:00+05:30,2026-04-15 14:05:00+05:30
BALKRISIND,LONG,2263.9,2279.7,530,8373.999999999854,7948.707619591854,RSI_EXIT,2026-04-15 14:10:00+05:30,2026-04-15 15:05:00+05:30
PAGEIND,LONG,36760.0,36655.0,32,-3360.0,-3773.63461728,EMA50_DYN,2026-04-16 10:50:00+05:30,2026-04-16 11:40:00+05:30
BHARATFORG,LONG,1851.7,1840.0,650,-7605.000000000029,-8027.036240730029,EMA50_DYN,2026-04-16 11:45:00+05:30,2026-04-16 12:45:00+05:30
COFORGE,LONG,1318.7,1310.2,913,-7760.5,-8182.6214701682,EMA50_DYN,2026-04-16 13:50:00+05:30,2026-04-16 14:30:00+05:30
BHARATFORG,LONG,1850.0,1856.0,650,3900.0,3475.0601886,EOD,2026-04-16 14:35:00+05:30,2026-04-16 15:15:00+05:30
GODREJPROP,LONG,1840.0,1827.3,609,-7734.3000000000275,-8127.029855368228,EMA50_DYN,2026-05-06 10:50:00+05:30,2026-05-06 12:25:00+05:30
BHEL,LONG,383.3,387.15,2926,11265.0999999999,10866.588099705701,EOD,2026-05-06 12:30:00+05:30,2026-05-06 15:15:00+05:30
SRF,LONG,2627.9,2610.0,432,-7732.800000000039,-8130.708791452839,EMA50_DYN,2026-05-21 10:20:00+05:30,2026-05-21 11:20:00+05:30
BALKRISIND,LONG,2214.0,2205.1,512,-4556.800000000047,-4955.024034099247,EMA50_DYN,2026-05-21 11:25:00+05:30,2026-05-21 15:20:00+05:30
COFORGE,LONG,1388.6,1402.7872,770,10924.144000000058,10544.167793615514,TSL,2026-05-25 10:05:00+05:30,2026-05-25 11:45:00+05:30
APOLLOTYRE,LONG,388.35,388.55,2754,550.7999999999687,173.6893287323686,EOD,2026-05-25 11:50:00+05:30,2026-05-25 15:15:00+05:30
SUNTV,SHORT,507.8,510.33899999999994,2212,-5616.267999999846,-6013.768499751614,SL,2026-06-02 10:55:00+05:30,2026-06-02 11:05:00+05:30
ASHOKLEY,SHORT,140.98,141.17,7755,-1473.4499999999823,-1859.2074760544824,EOD,2026-06-08 13:40:00+05:30,2026-06-08 15:15:00+05:30
RBLBANK,LONG,363.3,361.05,2984,-6714.0,-7094.1669804504,EMA50_DYN,2026-06-12 10:55:00+05:30,2026-06-12 12:50:00+05:30
ASHOKLEY,LONG,146.11,148.21,7419,15579.899999999958,15193.386152341878,RSI_EXIT,2026-06-12 12:55:00+05:30,2026-06-12 13:45:00+05:30
ASHOKLEY,LONG,148.36,149.1,7307,5407.179999999858,5023.550911390138,RSI_EXIT,2026-06-12 13:50:00+05:30,2026-06-12 14:00:00+05:30
ASHOKLEY,LONG,148.82,149.91,7284,7939.560000000025,7555.227803533705,RSI_EXIT,2026-06-12 14:05:00+05:30,2026-06-12 14:15:00+05:30
ASHOKLEY,LONG,149.7,150.7,7241,7241.0,6856.8773292136,RSI_EXIT,2026-06-12 14:20:00+05:30,2026-06-12 14:30:00+05:30
ASHOKLEY,LONG,151.02,151.58,7178,4019.680000000016,3636.4638962072163,RSI_EXIT,2026-06-12 14:35:00+05:30,2026-06-12 14:45:00+05:30
ASHOKLEY,LONG,151.59,152.43,7151,6006.840000000025,5623.0556374535045,RSI_EXIT,2026-06-12 14:50:00+05:30,2026-06-12 15:00:00+05:30
TORNTPOWER,LONG,1403.6,1402.8,903,-722.3999999999589,-1168.9087996991589,EMA50_DYN,2026-06-15 10:35:00+05:30,2026-06-15 13:25:00+05:30
BALKRISIND,LONG,2188.2,2184.2,579,-2316.0,-2761.8824356296,EOD,2026-06-15 13:30:00+05:30,2026-06-15 15:15:00+05:30
BANKINDIA,LONG,146.15,145.28,8541,-7430.670000000039,-7868.497402600419,EMA50_DYN,2026-07-03 10:25:00+05:30,2026-07-03 12:45:00+05:30
COFORGE,LONG,1491.5,1476.585,837,-12483.85499999997,-12920.27776236474,SL,2026-07-03 12:50:00+05:30,2026-07-03 13:35:00+05:30
LTF,LONG,327.95,327.3,3806,-2473.8999999999132,-2913.1146322189134,EOD,2026-07-03 13:50:00+05:30,2026-07-03 15:15:00+05:30
MANAPPURAM,SHORT,331.75,333.40874999999994,3405,-5648.043749999799,-6047.793230125186,SL,2026-07-13 13:25:00+05:30,2026-07-13 13:50:00+05:30
