sym,dir,entry,exit,qty,gross,net,reason,entry_t,exit_t
ESCORTS,LONG,2100.0,2130.6,241,7374.5999999999785,7194.113240540379,RSI_EXIT,2022-09-20 13:50:00+05:30,2022-09-20 14:00:00+05:30
ESCORTS,LONG,2119.9,2098.701,238,-5045.362000000016,-5221.742678978604,SL,2022-09-20 14:05:00+05:30,2022-09-20 15:05:00+05:30
FEDERALBNK,LONG,113.45,114.3776,4071,3776.2595999999926,3612.397035482323,TSL,2022-09-27 10:50:00+05:30,2022-09-27 14:20:00+05:30
ESCORTS,LONG,2024.3,2031.05,228,1539.0,1375.8886611252,EOD,2022-09-27 14:25:00+05:30,2022-09-27 15:15:00+05:30
FEDERALBNK,SHORT,112.45,111.8,4329,2813.8500000000245,2643.0831556155244,EOD,2022-09-28 14:45:00+05:30,2022-09-28 15:15:00+05:30
AUBANK,LONG,605.0,598.95,826,-4997.299999999963,-5172.0004807701625,SL,2022-09-29 10:50:00+05:30,2022-09-29 11:15:00+05:30
MGL,LONG,882.8,875.05,566,-4386.5,-4561.3523277406,EMA50_DYN,2022-09-29 11:20:00+05:30,2022-09-29 12:00:00+05:30
ESCORTS,LONG,2121.45,2100.2355,235,-4985.40750000001,-5159.692231171915,SL,2022-09-29 12:10:00+05:30,2022-09-29 12:50:00+05:30
GLENMARK,LONG,389.95,387.6,1282,-3012.699999999956,-3188.034045716556,EMA50_DYN,2022-09-29 13:45:00+05:30,2022-09-29 14:25:00+05:30
MFSL,LONG,762.2,770.3,656,5313.59999999994,5135.85198167994,EOD,2022-09-29 14:30:00+05:30,2022-09-29 15:15:00+05:30
BHARATFORG,LONG,703.65,706.7,618,1884.9000000000422,1731.0947314362422,EMA50_DYN,2022-10-04 11:00:00+05:30,2022-10-04 14:15:00+05:30
ASHOKLEY,LONG,75.95,75.7,5731,-1432.75,-1585.7514978899,EOD,2022-10-04 14:20:00+05:30,2022-10-04 15:15:00+05:30
IDFCFIRSTB,LONG,54.45,54.4,8007,-400.35000000003413,-553.8978377007342,EMA50_DYN,2022-10-06 10:45:00+05:30,2022-10-06 13:40:00+05:30
BANKBARODA,LONG,128.1,127.4,3403,-2382.0999999999613,-2535.060572428961,EMA50_DYN,2022-10-06 13:45:00+05:30,2022-10-06 14:40:00+05:30
RECLTD,LONG,95.25,95.4,4577,686.550000000026,532.6987819587259,RSI_EXIT,2022-10-06 14:45:00+05:30,2022-10-06 15:00:00+05:30
BANKBARODA,SHORT,124.15,124.77074999999999,3409,-2116.136749999955,-2265.909769319561,SL,2022-10-10 14:10:00+05:30,2022-10-10 14:25:00+05:30
SHRIRAMFIN,LONG,240.55,240.6,1712,85.5999999999708,-59.57184750882922,EMA50_DYN,2022-10-14 11:00:00+05:30,2022-10-14 14:05:00+05:30
AUBANK,LONG,602.65,601.6,683,-717.1499999999689,-862.0174831214689,EOD,2022-10-14 14:10:00+05:30,2022-10-14 15:15:00+05:30
EXIDEIND,LONG,164.8,163.9,2471,-2223.900000000014,-2366.789247400214,EMA50_DYN,2022-10-27 10:30:00+05:30,2022-10-27 11:25:00+05:30
CONCOR,LONG,633.1,629.7,643,-2186.1999999999853,-2329.0515759703853,EMA50_DYN,2022-10-27 11:30:00+05:30,2022-10-27 14:45:00+05:30
EXIDEIND,LONG,165.45,166.5,2461,2584.050000000028,2439.801633357328,RSI_EXIT,2022-10-27 14:50:00+05:30,2022-10-27 15:10:00+05:30
JINDALSTEL,LONG,492.85,499.5,803,5339.949999999982,5198.935675006682,RSI_EXIT,2022-11-11 10:45:00+05:30,2022-11-11 11:40:00+05:30
COFORGE,LONG,778.5,779.5,508,508.0,368.467585136,EOD,2022-11-11 11:45:00+05:30,2022-11-11 15:15:00+05:30
MFSL,LONG,697.8,693.75,607,-2458.349999999972,-2606.932546712072,EMA50_DYN,2022-12-22 12:25:00+05:30,2022-12-22 13:55:00+05:30
BALKRISIND,LONG,2150.0,2154.0,197,788.0,638.493409312,EOD,2022-12-22 14:00:00+05:30,2022-12-22 15:15:00+05:30
SUNTV,SHORT,493.1,488.1744,839,4132.578400000026,3987.9480172583444,TSL,2022-12-23 10:55:00+05:30,2022-12-23 14:35:00+05:30
BANKBARODA,LONG,177.55,179.45,2444,4643.599999999944,4489.330609191944,RSI_EXIT,2023-01-09 10:30:00+05:30,2023-01-09 11:30:00+05:30
BANKBARODA,LONG,179.6,177.804,2416,-4339.135999999981,-4490.827742606445,SL,2023-01-09 11:35:00+05:30,2023-01-09 13:40:00+05:30
ASHOKLEY,LONG,73.0,73.2,5944,1188.800000000017,1035.526582307217,EOD,2023-01-09 13:45:00+05:30,2023-01-09 15:15:00+05:30
APOLLOTYRE,LONG,327.8,335.995,334,2737.129999999998,2697.758284518218,PARTIAL_PROFIT,2023-02-01 10:50:00+05:30,2023-02-01 13:15:00+05:30
APOLLOTYRE,LONG,327.8,332.66720000000004,1005,4891.5360000000255,4774.024480788889,TSL,2023-02-01 10:50:00+05:30,2023-02-01 13:35:00+05:30
ASHOKLEY,SHORT,64.95,64.81439999999999,7336,994.7616000000794,827.112394347401,TSL,2023-03-27 12:40:00+05:30,2023-03-27 13:40:00+05:30
IRCTC,SHORT,589.25,583.8,808,4403.600000000037,4237.053093285636,RSI_EXIT,2023-03-27 14:00:00+05:30,2023-03-27 15:10:00+05:30
APOLLOTYRE,LONG,321.6,322.9,1560,2027.999999999929,1850.5957750799291,EOD,2023-04-03 10:35:00+05:30,2023-04-03 15:15:00+05:30
BHEL,LONG,80.1,81.65,6380,9889.000000000073,9706.053145910073,RSI_EXIT,2023-05-29 10:25:00+05:30,2023-05-29 11:40:00+05:30
BANKINDIA,LONG,75.8,75.25,6742,-3708.099999999981,-3887.1569842765807,EMA50_DYN,2023-05-29 11:45:00+05:30,2023-05-29 14:30:00+05:30
TATAPOWER,LONG,215.45,215.85,2372,948.8000000000135,768.4087505464134,RSI_EXIT,2023-05-29 14:35:00+05:30,2023-05-29 14:45:00+05:30
GODREJPROP,LONG,1378.6,1377.7,370,-332.9999999999495,-512.6841078059496,EOD,2023-05-29 14:50:00+05:30,2023-05-29 15:15:00+05:30
SRF,LONG,2329.3,2321.35,232,-1844.4000000000633,-2034.3362996808632,EMA50_DYN,2023-08-24 10:05:00+05:30,2023-08-24 11:25:00+05:30
SHRIRAMFIN,LONG,385.05,381.1995,1406,-5413.803000000015,-5603.063998318137,SL,2023-08-24 11:30:00+05:30,2023-08-24 12:15:00+05:30
BHARATFORG,LONG,1042.35,1041.5,519,-441.1499999999528,-631.6930910018527,EMA50_DYN,2023-08-24 12:20:00+05:30,2023-08-24 15:05:00+05:30
PFC,LONG,208.7,208.35,2396,-838.5999999999864,-1014.6019017067864,EMA50_DYN,2023-09-04 10:25:00+05:30,2023-09-04 12:15:00+05:30
CUMMINSIND,LONG,1730.65,1737.45,288,1958.399999999987,1782.1677915071868,RSI_EXIT,2023-09-04 12:20:00+05:30,2023-09-04 12:50:00+05:30
BANKBARODA,LONG,185.35,184.8,2698,-1483.899999999954,-1659.7274564221539,EMA50_DYN,2023-09-04 12:55:00+05:30,2023-09-04 14:20:00+05:30
APOLLOTYRE,LONG,388.8,390.0,1286,1543.1999999999853,1366.5334238831852,EOD,2023-09-04 14:25:00+05:30,2023-09-04 15:15:00+05:30
IDEA,LONG,10.7,10.967499999999998,11740,3140.44999999998,3095.27680622228,PARTIAL_PROFIT,2023-09-11 10:30:00+05:30,2023-09-11 11:15:00+05:30
IDEA,LONG,10.7,11.011199999999999,35220,10960.463999999982,10824.503884223117,TSL,2023-09-11 10:30:00+05:30,2023-09-11 11:20:00+05:30
BALKRISIND,LONG,2432.0,2438.0,206,1236.0,1059.07059228,RSI_EXIT,2023-09-11 11:25:00+05:30,2023-09-11 11:40:00+05:30
APOLLOTYRE,LONG,385.0,383.5,1305,-1957.5,-2134.020408705,EMA50_DYN,2023-09-11 11:45:00+05:30,2023-09-11 12:30:00+05:30
BHARATFORG,LONG,1114.25,1114.05,450,-90.00000000002046,-266.69807811002045,EOD,2023-09-11 12:35:00+05:30,2023-09-11 15:15:00+05:30
TORNTPOWER,LONG,725.0,723.05,779,-1519.0500000000354,-1717.6712866947355,EMA50_DYN,2023-09-12 11:05:00+05:30,2023-09-12 11:40:00+05:30
GLENMARK,LONG,813.35,811.5,695,-1285.750000000016,-1484.615434689516,EMA50_DYN,2023-09-12 13:20:00+05:30,2023-09-12 15:10:00+05:30
ESCORTS,SHORT,3181.9,3197.8095,172,-2736.4339999999575,-2930.109565791641,SL,2023-10-09 12:40:00+05:30,2023-10-09 14:50:00+05:30
CASTROLIND,LONG,137.1,136.85,3900,-975.0,-1163.17348953,EMA50_DYN,2023-10-10 10:40:00+05:30,2023-10-10 13:55:00+05:30
CANBK,LONG,71.23,71.38,7506,1125.899999999936,937.138437510776,EOD,2023-10-10 14:00:00+05:30,2023-10-10 15:15:00+05:30
BEL,LONG,138.25,138.55,3859,1157.700000000044,969.3331151088439,EOD,2023-10-17 11:00:00+05:30,2023-10-17 15:15:00+05:30
MGL,LONG,1009.45,1001.0,533,-4503.850000000024,-4692.193044886124,EMA50_DYN,2023-10-27 10:40:00+05:30,2023-10-27 11:45:00+05:30
BANKINDIA,LONG,96.55,95.58449999999999,5576,-5383.628000000032,-5571.834111277704,SL,2023-10-27 11:50:00+05:30,2023-10-27 14:00:00+05:30
BALKRISIND,LONG,2610.25,2600.0,206,-2111.5,-2300.413127399,EOD,2023-10-27 14:05:00+05:30,2023-10-27 15:15:00+05:30
SAIL,LONG,84.2,83.8,5648,-2259.200000000032,-2426.165995264032,EMA50_DYN,2023-11-02 10:35:00+05:30,2023-11-02 11:20:00+05:30
BANKINDIA,LONG,101.0,99.99,4708,-4755.0800000000245,-4921.312718087945,SL,2023-11-02 11:25:00+05:30,2023-11-02 12:55:00+05:30
CUMMINSIND,LONG,1701.6,1707.0,279,1506.6000000000254,1338.8434537356254,EOD,2023-11-02 13:00:00+05:30,2023-11-02 15:15:00+05:30
SHRIRAMFIN,LONG,398.05,403.2,1119,5762.849999999975,5604.212075182475,RSI_EXIT,2023-11-03 10:45:00+05:30,2023-11-03 12:00:00+05:30
GMRAIRPORT,LONG,56.9,56.4,7830,-3915.0,-4070.906307414,EMA50_DYN,2023-11-03 12:05:00+05:30,2023-11-03 13:35:00+05:30
CUMMINSIND,LONG,1711.55,1717.05,260,1430.0,1272.748499464,RSI_EXIT,2023-11-03 13:40:00+05:30,2023-11-03 15:00:00+05:30
GMRAIRPORT,LONG,56.5,56.3,8134,-1626.8000000000231,-1788.3110856352232,EMA50_DYN,2023-11-06 10:20:00+05:30,2023-11-06 10:55:00+05:30
APOLLOTYRE,LONG,389.85,391.3,1178,1708.0999999999867,1545.7498777977867,RSI_EXIT,2023-11-06 11:00:00+05:30,2023-11-06 11:20:00+05:30
APOLLOTYRE,LONG,391.85,392.55,1172,820.3999999999867,658.3022336031867,EOD,2023-11-06 11:25:00+05:30,2023-11-06 15:15:00+05:30
ZEEL,LONG,252.7,251.45,1826,-2282.5,-2444.4786860054,EMA50_DYN,2023-11-15 10:00:00+05:30,2023-11-15 10:40:00+05:30
APOLLOTYRE,LONG,423.7,428.9,1089,5662.799999999987,5498.554528803587,EOD,2023-11-15 10:45:00+05:30,2023-11-15 15:15:00+05:30
SUNTV,LONG,677.25,675.5,704,-1232.0,-1399.690843936,EMA50_DYN,2023-12-04 10:25:00+05:30,2023-12-04 11:10:00+05:30
BANKBARODA,LONG,201.45,201.5,2367,118.35000000002691,-49.74431977887309,EOD,2023-12-04 11:15:00+05:30,2023-12-04 15:15:00+05:30
SAIL,LONG,111.05,111.85,4229,3383.199999999988,3216.709448833388,RSI_EXIT,2023-12-14 10:55:00+05:30,2023-12-14 11:05:00+05:30
ASHOKLEY,LONG,85.5,85.3,5493,-1098.6000000000156,-1263.8151625944156,EMA50_DYN,2023-12-14 11:10:00+05:30,2023-12-14 13:20:00+05:30
APOLLOTYRE,LONG,457.05,463.1,1027,6213.350000000011,6046.134010044711,RSI_EXIT,2023-12-14 13:25:00+05:30,2023-12-14 14:35:00+05:30
APOLLOTYRE,LONG,463.0,458.37,1014,-4694.819999999995,-4858.9460903146755,SL,2023-12-14 14:40:00+05:30,2023-12-14 14:55:00+05:30
AUBANK,LONG,759.55,759.95,618,247.2000000000562,81.6876064740562,EOD,2023-12-14 15:00:00+05:30,2023-12-14 15:15:00+05:30
PAGEIND,LONG,37020.7,37425.0,13,5255.900000000038,5084.771367933437,RSI_EXIT,2024-01-15 10:25:00+05:30,2024-01-15 10:40:00+05:30
CONCOR,LONG,715.9,721.8,678,4000.1999999999844,3827.9818165043844,EOD,2024-01-15 10:55:00+05:30,2024-01-15 15:15:00+05:30
ESCORTS,SHORT,2905.45,2902.9,182,464.09999999995034,277.85907474775036,EOD,2024-01-17 11:45:00+05:30,2024-01-17 15:15:00+05:30
AUBANK,LONG,743.55,737.85,715,-4075.4999999999513,-4261.710450425951,EMA50_DYN,2024-01-19 10:40:00+05:30,2024-01-19 11:10:00+05:30
BHARATFORG,LONG,1238.0,1232.05,429,-2552.5500000000193,-2739.0073559277193,EMA50_DYN,2024-01-19 11:15:00+05:30,2024-01-19 14:05:00+05:30
APOLLOTYRE,LONG,502.4,503.9,1058,1587.0,1399.2037052196001,EOD,2024-01-19 14:10:00+05:30,2024-01-19 15:15:00+05:30
ESCORTS,LONG,2994.0,2982.55,168,-1923.5999999999694,-2100.3299520503697,EMA50_DYN,2024-01-20 10:40:00+05:30,2024-01-20 12:45:00+05:30
APOLLOTYRE,LONG,517.2,525.15,973,7735.349999999934,7555.769548019634,RSI_EXIT,2024-01-20 12:50:00+05:30,2024-01-20 13:45:00+05:30
APOLLOTYRE,LONG,525.35,528.7,958,3209.300000000022,3030.997504342622,RSI_EXIT,2024-01-20 13:50:00+05:30,2024-01-20 14:00:00+05:30
APOLLOTYRE,LONG,534.95,540.1,941,4846.149999999979,4667.3428161166785,RSI_EXIT,2024-01-20 14:05:00+05:30,2024-01-20 14:15:00+05:30
APOLLOTYRE,LONG,535.6,530.244,940,-5034.639999999995,-5210.645848859355,SL,2024-01-20 14:20:00+05:30,2024-01-20 14:30:00+05:30
APOLLOTYRE,LONG,529.9,524.601,950,-5034.049999999979,-5210.0352230646795,SL,2024-01-20 14:35:00+05:30,2024-01-20 14:55:00+05:30
BANKBARODA,LONG,225.1,225.25,2237,335.5500000000127,157.9772104533127,EOD,2024-01-20 15:00:00+05:30,2024-01-20 15:15:00+05:30
SHRIRAMFIN,LONG,459.8,458.0,1127,-2028.6000000000129,-2210.658085095613,EMA50_DYN,2024-01-23 11:15:00+05:30,2024-01-23 12:05:00+05:30
VOLTAS,LONG,1015.4,1013.1,510,-1172.9999999999768,-1355.182934909977,EMA50_DYN,2024-01-23 13:50:00+05:30,2024-01-23 14:25:00+05:30
LTF,LONG,169.0,170.02880000000002,2960,3045.2480000000537,2868.065782366006,TSL,2024-01-30 10:40:00+05:30,2024-01-30 14:05:00+05:30
APOLLOTYRE,LONG,535.4,533.4,934,-1868.0,-2043.7137457792,EMA50_DYN,2024-01-30 14:10:00+05:30,2024-01-30 14:55:00+05:30
TATAPOWER,LONG,394.4,392.15,1279,-2877.75,-3054.7163541237,EMA50_DYN,2024-02-01 10:40:00+05:30,2024-02-01 11:20:00+05:30
LICHSGFIN,LONG,630.1,625.85,800,-3400.0,-3576.69083576,EMA50_DYN,2024-02-01 11:40:00+05:30,2024-02-01 12:05:00+05:30
LICHSGFIN,LONG,629.5,629.25,801,-200.25,-377.90937897749995,EMA50_DYN,2024-02-01 12:15:00+05:30,2024-02-01 14:35:00+05:30
BANKBARODA,LONG,247.7,248.75,2036,2137.800000000023,1959.440500282823,EOD,2024-02-01 14:40:00+05:30,2024-02-01 15:15:00+05:30
SHRIRAMFIN,LONG,483.05,481.8,992,-1240.0,-1408.5350028512,EMA50_DYN,2024-02-02 10:05:00+05:30,2024-02-02 11:05:00+05:30
APOLLOTYRE,LONG,543.5,540.45,881,-2687.04999999996,-2855.0431966486603,EMA50_DYN,2024-02-02 11:10:00+05:30,2024-02-02 12:30:00+05:30
ESCORTS,LONG,2964.05,2978.9,161,2390.8499999999854,2221.9713351212854,RSI_EXIT,2024-02-02 12:35:00+05:30,2024-02-02 12:45:00+05:30
COFORGE,LONG,1278.0,1284.0,374,2244.0,2074.895521512,EOD,2024-02-02 12:50:00+05:30,2024-02-02 15:15:00+05:30
PAGEIND,LONG,37204.85,37027.85,12,-2124.0,-2280.7471414824,EMA50_DYN,2024-02-05 09:45:00+05:30,2024-02-05 10:40:00+05:30
PFC,LONG,460.45,455.84549999999996,1041,-4793.284500000032,-4960.852808210135,SL,2024-02-05 10:50:00+05:30,2024-02-05 11:25:00+05:30
APOLLOTYRE,LONG,550.4,548.85,871,-1350.0499999999604,-1518.6285054654604,EMA50_DYN,2024-02-05 11:30:00+05:30,2024-02-05 14:10:00+05:30
FEDERALBNK,LONG,147.35,147.15,3253,-650.5999999999631,-819.3544399209632,EOD,2024-02-05 14:15:00+05:30,2024-02-05 15:15:00+05:30
MFSL,LONG,961.3,951.6869999999999,448,-4306.624000000025,-4457.179156443801,SL,2024-02-07 11:00:00+05:30,2024-02-07 12:00:00+05:30
FEDERALBNK,LONG,149.7,149.2,2882,-1441.0,-1592.6478179348,EOD,2024-02-07 12:05:00+05:30,2024-02-07 15:15:00+05:30
BHARATFORG,SHORT,1095.65,1101.12825,366,-2005.0394999999594,-2146.9494308066865,SL,2024-03-21 12:00:00+05:30,2024-03-21 14:20:00+05:30
BHARATFORG,LONG,1150.25,1167.55,339,5864.699999999984,5725.588087870784,RSI_EXIT,2024-04-04 10:25:00+05:30,2024-04-04 10:45:00+05:30
BHARATFORG,LONG,1164.2,1154.45,335,-3266.25,-3402.7738614915,EMA50_DYN,2024-04-04 10:50:00+05:30,2024-04-04 13:50:00+05:30
COFORGE,LONG,1167.5,1164.0,334,-1169.0,-1306.102296946,EOD,2024-04-04 13:55:00+05:30,2024-04-04 15:15:00+05:30
COFORGE,SHORT,1092.0,1078.5,362,4887.0,4749.073101054,EOD,2024-04-15 11:05:00+05:30,2024-04-15 15:15:00+05:30
RBLBANK,SHORT,246.15,245.8008,1703,594.6875999999935,447.1122452135911,TSL,2024-04-16 12:05:00+05:30,2024-04-16 14:05:00+05:30
CASTROLIND,SHORT,207.15,208.18574999999998,2035,-2107.751249999957,-2256.9307719222397,SL,2024-04-19 14:25:00+05:30,2024-04-19 14:30:00+05:30
TVSMOTOR,LONG,1911.1,1944.55,214,7158.30000000001,7012.1069107434105,EOD,2024-04-22 10:25:00+05:30,2024-04-22 15:15:00+05:30
GODREJPROP,LONG,2624.0,2602.0,169,-3718.0,-3873.232765844,EMA50_DYN,2024-04-29 09:25:00+05:30,2024-04-29 09:50:00+05:30
TATAPOWER,LONG,443.2,447.2,1004,4016.0,3858.0189630784,RSI_EXIT,2024-04-29 11:10:00+05:30,2024-04-29 11:35:00+05:30
BANKBARODA,LONG,262.2,263.9712,1698,3007.497600000037,2849.7196473407794,TSL,2024-04-29 11:40:00+05:30,2024-04-29 14:25:00+05:30
FEDERALBNK,LONG,159.85,160.75,2786,2507.400000000016,2349.720603098416,EOD,2024-04-29 14:30:00+05:30,2024-04-29 15:15:00+05:30
JINDALSTEL,LONG,938.75,936.3,502,-1229.9000000000228,-1395.6418567726228,EMA50_DYN,2024-05-06 10:40:00+05:30,2024-05-06 13:05:00+05:30
BEL,LONG,233.6,233.15,2017,-907.6499999999771,-1073.4554387534772,EMA50_DYN,2024-05-06 13:10:00+05:30,2024-05-06 13:35:00+05:30
GODREJPROP,LONG,2814.15,2844.0,167,4984.949999999984,4817.883760802684,EOD,2024-05-06 13:40:00+05:30,2024-05-06 15:15:00+05:30
CUMMINSIND,LONG,3776.9,3778.35,127,184.1499999999769,15.037944714476907,RSI_EXIT,2024-05-16 10:30:00+05:30,2024-05-16 10:40:00+05:30
CUMMINSIND,LONG,3778.1,3781.0,127,368.30000000001155,199.08152251181153,RSI_EXIT,2024-05-16 10:45:00+05:30,2024-05-16 10:55:00+05:30
CUMMINSIND,LONG,3765.0,3727.35,128,-4819.200000000012,-4987.674287500811,SL,2024-05-16 11:00:00+05:30,2024-05-16 12:00:00+05:30
PAGEIND,LONG,35448.2,35320.0,13,-1666.5999999999622,-1828.5422325715622,EMA50_DYN,2024-05-16 12:05:00+05:30,2024-05-16 13:25:00+05:30
LICHSGFIN,LONG,644.5,652.45,749,5954.550000000034,5782.706322785734,EOD,2024-05-16 13:30:00+05:30,2024-05-16 15:15:00+05:30
VOLTAS,LONG,1391.0,1420.85,344,10268.399999999969,10096.811225133568,RSI_EXIT,2024-05-27 10:20:00+05:30,2024-05-27 11:20:00+05:30
ASHOKLEY,LONG,111.1,113.5,4310,10344.000000000024,10172.270810124024,RSI_EXIT,2024-05-27 11:25:00+05:30,2024-05-27 14:45:00+05:30
ASHOKLEY,LONG,113.5,113.9,4219,1687.600000000024,1518.343033864424,EOD,2024-05-27 14:50:00+05:30,2024-05-27 15:15:00+05:30
SUNTV,LONG,669.8,667.6,877,-1929.39999999994,-2135.88320615474,EMA50_DYN,2024-06-03 10:20:00+05:30,2024-06-03 12:25:00+05:30
APOLLOTYRE,LONG,475.5,473.4,1236,-2595.600000000028,-2801.999456330428,EMA50_DYN,2024-06-03 12:30:00+05:30,2024-06-03 14:30:00+05:30
CONCOR,LONG,934.7,940.85,628,3862.1999999999857,3654.208174539586,RSI_EXIT,2024-06-03 14:35:00+05:30,2024-06-03 14:45:00+05:30
APOLLOTYRE,LONG,475.55,476.55,1236,1236.0,1028.4820585944,EOD,2024-06-03 14:50:00+05:30,2024-06-03 15:15:00+05:30
APOLLOTYRE,LONG,457.85,469.29625,320,3662.7999999999884,3610.1131639831883,PARTIAL_PROFIT,2024-06-05 10:10:00+05:30,2024-06-05 11:15:00+05:30
APOLLOTYRE,LONG,457.85,467.5,961,9273.649999999978,9115.918927834879,RSI_EXIT,2024-06-05 10:10:00+05:30,2024-06-05 11:20:00+05:30
APOLLOTYRE,LONG,467.9,469.8,1253,2380.7000000000426,2173.3834813894427,EOD,2024-06-05 11:25:00+05:30,2024-06-05 15:15:00+05:30
SRF,LONG,2301.1,2295.4,287,-1635.8999999999478,-1868.1965971829477,EMA50_DYN,2024-06-06 10:15:00+05:30,2024-06-06 11:40:00+05:30
BATAINDIA,LONG,1455.85,1456.0,454,68.10000000004129,-164.87472085735874,EOD,2024-06-06 11:45:00+05:30,2024-06-06 15:15:00+05:30
ZEEL,LONG,157.72,160.63,4127,12009.569999999985,11776.717862418285,RSI_EXIT,2024-06-10 10:25:00+05:30,2024-06-10 11:05:00+05:30
BATAINDIA,LONG,1487.3,1494.0,437,2927.9000000000196,2697.9857462494197,RSI_EXIT,2024-06-10 11:10:00+05:30,2024-06-10 11:20:00+05:30
BATAINDIA,LONG,1496.1,1487.55,435,-3719.24999999998,-3947.56244913148,EMA50_DYN,2024-06-10 11:25:00+05:30,2024-06-10 14:30:00+05:30
MFSL,LONG,959.0,954.4,678,-3118.8000000000156,-3347.0723136552156,EOD,2024-06-10 14:45:00+05:30,2024-06-10 15:15:00+05:30
ASHOKLEY,LONG,116.5,118.9,5895,14148.000000000033,13901.897895642032,EOD,2024-06-11 10:25:00+05:30,2024-06-11 15:15:00+05:30
TVSMOTOR,LONG,2440.75,2430.0,309,-3321.75,-3586.6156194555,EMA50_DYN,2024-06-13 10:35:00+05:30,2024-06-13 11:10:00+05:30
COFORGE,LONG,1061.0,1057.0,712,-2848.0,-3113.438347616,EMA50_DYN,2024-06-13 11:15:00+05:30,2024-06-13 15:00:00+05:30
RBLBANK,SHORT,228.5,229.64249999999998,3163,-3613.7274999999495,-3869.4949397333644,SL,2024-07-25 12:10:00+05:30,2024-07-25 15:00:00+05:30
RECLTD,LONG,631.5,645.05,1113,15081.149999999949,14829.109146266048,EOD,2024-07-29 09:35:00+05:30,2024-07-29 15:15:00+05:30
CUMMINSIND,SHORT,3519.05,3536.64525,220,-3870.954999999967,-4144.928134297797,SL,2024-08-02 12:15:00+05:30,2024-08-02 13:35:00+05:30
BHEL,SHORT,303.15,302.15,2565,2565.0,2291.674631643,EOD,2024-08-02 14:20:00+05:30,2024-08-02 15:15:00+05:30
ESCORTS,SHORT,3728.0,3746.6399999999994,206,-3839.83999999988,-4111.61091957972,SL,2024-08-05 12:35:00+05:30,2024-08-05 12:50:00+05:30
IDFCFIRSTB,SHORT,71.82,72.17909999999999,10698,-3841.6517999999783,-4113.550952670805,SL,2024-08-05 12:55:00+05:30,2024-08-05 13:25:00+05:30
EXIDEIND,SHORT,485.85,485.5,1581,553.350000000036,282.77983371693597,EOD,2024-08-05 14:30:00+05:30,2024-08-05 15:15:00+05:30
PAGEIND,LONG,42199.95,41777.9505,17,-7173.991499999967,-7424.786882324688,SL,2024-08-06 10:25:00+05:30,2024-08-06 10:35:00+05:30
PAGEIND,LONG,41714.1,41789.75,17,1286.0500000000247,1035.7441935083248,EMA50_DYN,2024-08-06 10:40:00+05:30,2024-08-06 12:30:00+05:30
AUBANK,LONG,642.55,638.75,1134,-4309.199999999948,-4564.781343889148,EMA50_DYN,2024-08-06 12:35:00+05:30,2024-08-06 13:25:00+05:30
TVSMOTOR,LONG,2521.85,2496.6315,288,-7262.927999999985,-7516.832511115857,SL,2024-08-06 13:30:00+05:30,2024-08-06 13:50:00+05:30
JINDALSTEL,LONG,943.2,948.5,674,3572.1999999999694,3347.1178858891694,EOD,2024-08-07 10:50:00+05:30,2024-08-07 15:15:00+05:30
TVSMOTOR,LONG,2576.15,2581.25,253,1290.299999999977,1060.214469982777,EOD,2024-08-09 11:00:00+05:30,2024-08-09 15:15:00+05:30
BATAINDIA,LONG,1398.8,1394.2,470,-2161.9999999999573,-2393.0958124599574,EMA50_DYN,2024-08-16 10:15:00+05:30,2024-08-16 10:40:00+05:30
CUMMINSIND,LONG,3744.9,3748.4,175,612.5,381.342624985,EMA50_DYN,2024-08-16 10:50:00+05:30,2024-08-16 14:20:00+05:30
ASHOKLEY,LONG,127.2,128.25,5175,5433.749999999985,5200.1896659524855,EOD,2024-08-16 14:25:00+05:30,2024-08-16 15:15:00+05:30
GLENMARK,LONG,1613.45,1627.35,417,5796.299999999943,5557.508193926343,RSI_EXIT,2024-08-19 10:45:00+05:30,2024-08-19 11:10:00+05:30
BANKBARODA,LONG,248.35,247.35,2715,-2715.0,-2951.870794563,EMA50_DYN,2024-08-19 11:15:00+05:30,2024-08-19 13:40:00+05:30
IRCTC,LONG,938.5,936.0,718,-1795.0,-2031.983537366,EMA50_DYN,2024-08-19 14:10:00+05:30,2024-08-19 15:00:00+05:30
RBLBANK,SHORT,219.15,216.85,3089,7104.700000000035,6868.1396352960355,EOD,2024-09-04 12:00:00+05:30,2024-09-04 15:15:00+05:30
BHARATFORG,LONG,1579.0,1580.9,450,855.0000000000409,604.320508170041,EMA50_DYN,2024-09-12 11:00:00+05:30,2024-09-12 13:45:00+05:30
JINDALSTEL,LONG,996.05,1000.6,714,3248.700000000049,2997.113429969449,EOD,2024-09-12 13:50:00+05:30,2024-09-12 15:15:00+05:30
JINDALSTEL,LONG,1040.25,1029.8475,701,-7292.152499999943,-7547.078669651478,SL,2024-09-19 09:45:00+05:30,2024-09-19 09:55:00+05:30
ASHOKLEY,LONG,118.4,118.05,6161,-2156.3500000000527,-2412.8332783697524,EMA50_DYN,2024-09-19 12:40:00+05:30,2024-09-19 13:50:00+05:30
AUBANK,LONG,747.7,752.35,975,4533.749999999978,4275.512171482478,EOD,2024-09-19 13:55:00+05:30,2024-09-19 15:15:00+05:30
LTF,SHORT,182.53,183.44265,3840,-3504.5759999999427,-3752.618064840519,SL,2024-10-03 11:05:00+05:30,2024-10-03 12:35:00+05:30
